,TCGA-2L-AAQE-01A,TCGA-2L-AAQI-01A,TCGA-3A-A9IB-01A,TCGA-3E-AAAZ-01A,TCGA-F2-A7TX-01A,TCGA-FB-A5VM-01A,TCGA-FB-A78T-01A,TCGA-IB-7651-01A,TCGA-IB-7890-01A,TCGA-IB-A5SS-01A,TCGA-IB-AAUO-01A,TCGA-IB-AAUW-01A,TCGA-PZ-A5RE-01A,TCGA-US-A779-01A,TCGA-XD-AAUI-01A,TCGA-2J-AAB6-01A,TCGA-IB-AAUQ-01A,TCGA-LB-A7SX-01A
ENSG00000153902.14,150,240,529,517,154,896,518,256,104,131,286,696,82,187,600,364,198,312
ENSG00000153904.21,2030,5378,2716,4502,3719,791,4367,4616,2081,2067,3832,8139,5150,7617,3321,2135,2856,10345
ENSG00000153914.16,2790,2767,3263,4904,2693,904,4704,5327,2595,2115,4344,4450,2524,1530,2576,1944,2219,2933
ENSG00000153922.11,2032,2047,1755,2577,3216,621,2635,6034,2085,2043,2714,3259,1981,806,1640,979,1288,2032
ENSG00000153923.10,1,2,0,3,9,8,1,11,2,2,2,2,5,2,3,1,2,1
ENSG00000153930.12,164,295,18,6,28,18,214,83,93,172,44,56,209,75,51,15,32,179
ENSG00000153933.10,445,708,484,1274,330,398,674,981,401,304,804,793,667,535,580,402,563,675
ENSG00000153936.17,2400,1802,3459,2314,2031,1211,1226,3506,3038,3237,1322,2120,2247,952,1843,2186,1525,4011
ENSG00000153944.12,2017,3362,3061,3703,2843,1100,3553,10016,3368,2921,3577,5141,2963,2260,2014,1988,2923,2938
ENSG00000153956.16,326,870,777,1171,552,508,394,1390,1279,796,305,1461,231,163,746,675,686,199
ENSG00000153975.10,242,274,384,424,417,351,624,939,351,295,345,511,336,300,477,262,275,246
ENSG00000153976.3,179,39,137,308,76,58,37,296,215,379,135,53,356,11,129,719,121,65
ENSG00000153982.11,199,214,225,119,201,42,128,459,133,146,93,221,114,100,88,52,79,125
ENSG00000153989.8,742,1107,1704,1431,1784,1200,1340,3375,1682,1457,857,2085,868,731,1225,1535,1236,1074
ENSG00000153993.13,62,65,123,236,52,24,12,89,895,297,48,197,252,9,24,64,131,49
ENSG00000154001.14,2353,2529,3703,3656,2834,1298,2126,5624,2751,2847,2175,2822,2220,1542,2454,2247,1901,1702
ENSG00000154007.7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ENSG00000154016.14,37,27,28,30,34,46,15,50,22,67,9,41,24,8,47,13,26,11
ENSG00000154025.16,17,13,12,5,21,9,11,12,1,7,9,21,9,6,26,3,6,7
ENSG00000154027.19,70,40,87,286,10,39,111,91,435,278,196,82,231,29,80,74,129,11
ENSG00000154040.21,94,48,128,48,41,74,37,103,67,77,63,54,34,78,76,63,75,132
ENSG00000154059.11,2732,1286,1271,1870,1184,620,1161,2912,2246,1846,1021,1913,936,1599,1191,913,1392,2000
ENSG00000154065.17,239,176,300,366,100,113,193,641,196,70,82,650,104,135,298,83,381,123
ENSG00000154079.6,342,395,429,223,419,378,510,438,289,231,282,474,376,421,472,263,352,307
ENSG00000154080.14,12,864,315,193,431,139,489,362,303,108,183,2217,67,489,327,171,568,316
ENSG00000154096.14,5924,3804,12172,12612,6466,14845,4218,12075,12751,19839,6124,7373,12025,2165,7927,9160,9220,3615
ENSG00000154099.18,6,42,24,63,22,47,64,90,5,29,53,149,29,17,49,18,90,34
ENSG00000154102.11,100,71,341,125,228,726,21,41,114,504,425,39,118,36,347,148,252,462
ENSG00000154114.12,518,674,796,896,632,583,502,1740,938,971,424,1088,592,389,623,503,638,1028
ENSG00000154118.13,38,57,35,114,119,93,42,26,60,115,43,140,198,67,336,38,109,64
ENSG00000154122.14,3531,2762,6945,4837,2883,4951,4373,11356,9191,10207,2232,6012,7767,2105,3603,2460,4185,1585
ENSG00000154124.5,1036,819,1196,1374,1320,1570,1169,2101,1141,1089,1068,1260,1154,482,1231,796,770,1379
ENSG00000154127.10,681,431,3326,659,678,858,1037,4587,944,2145,1646,1045,1282,830,834,869,599,2101
ENSG00000154133.15,392,570,948,1242,537,976,404,1065,690,1133,334,1466,502,425,839,405,590,345
ENSG00000154134.15,230,438,663,341,178,1019,685,478,216,338,286,1120,438,277,396,191,489,320
ENSG00000154143.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000154144.13,1521,1349,1520,2072,1043,960,2096,2042,1125,1392,1742,1817,1476,1414,1680,1202,1341,1470
ENSG00000154146.13,74,101,476,248,107,332,182,123,100,224,222,463,204,194,251,137,126,259
ENSG00000154153.13,275,939,367,1253,661,271,1617,1141,782,270,473,2616,1151,1513,1010,204,592,605
ENSG00000154162.15,0,5,2,1,4,4,227,1,9,1,1,17,0,3,1,6,29,2
ENSG00000154165.5,79,1,11,21,37,3,7,216,2,40,1,23,5,0,17,1,5,503
ENSG00000154174.8,3350,3026,2652,5727,4391,3814,3366,6701,3396,3921,1831,3749,2910,2474,2895,2656,2179,4249
ENSG00000154175.18,1085,1021,2395,1515,2021,571,2311,2730,1694,2554,384,6285,481,1148,2072,559,1359,421
ENSG00000154188.10,60,208,281,408,251,44,85,682,388,79,56,676,150,96,175,95,177,241
ENSG00000154198.14,2,0,3,2,0,1,0,0,0,0,0,1,3,2,1,0,1,1
ENSG00000154217.15,1471,2312,2553,2207,3096,3091,2216,2342,1116,2527,1898,2506,1979,948,1495,1312,1405,1674
ENSG00000154222.15,2214,1605,1646,1628,2089,2072,3183,3129,1458,1873,2775,2344,2445,2011,2080,2796,1394,2759
ENSG00000154227.13,1,1,1,1,1,4,5,9,0,1,5,19,1,3,3,0,3,21
ENSG00000154229.12,3057,4199,2544,4036,2212,896,3997,7000,2406,1759,3027,5846,2807,2615,2051,750,1552,3657
ENSG00000154237.13,2555,1209,1423,1436,2039,1198,1561,4531,1200,1790,1925,1942,1100,970,1239,859,1030,1802
ENSG00000154240.17,298,522,565,639,425,211,286,849,603,549,304,780,373,191,406,240,418,668
ENSG00000154252.12,4,4,12,10,4,0,3,25,1,3,24,9,5,14,13,3,2,186
ENSG00000154258.17,380,103,370,330,181,169,308,978,187,239,81,901,64,63,301,122,113,230
ENSG00000154262.13,250,135,535,295,263,299,376,985,527,359,128,824,366,75,590,148,219,182
ENSG00000154263.17,175,121,250,292,90,36,262,334,67,45,111,590,140,100,214,86,142,226
ENSG00000154265.16,465,1138,563,1578,865,391,2492,1063,394,295,787,2083,821,607,941,483,682,2342
ENSG00000154269.15,19,6,17,26,19,7,8,83,11,20,4,56,29,13,15,5,14,144
ENSG00000154274.15,1941,1594,724,1141,1735,232,1628,919,384,957,493,1610,2501,1263,893,340,508,2417
ENSG00000154277.13,589,1049,1373,1030,924,1598,726,2286,1058,1257,321,1966,1061,666,2129,883,1261,818
ENSG00000154305.18,2463,2818,3136,8515,2551,1274,3771,9542,3660,3499,2393,4563,3054,2559,3222,2342,2189,3424
ENSG00000154309.9,427,756,578,2127,398,380,1680,1477,737,779,408,1264,1086,981,665,382,554,1109
ENSG00000154310.17,2806,2508,1334,3416,1192,291,5175,4940,1869,3035,1107,2095,2958,1973,2211,1048,1010,1665
ENSG00000154316.16,1,37,4,12,21,3,24,5,5,5,8,48,0,13,20,2,3,7
ENSG00000154319.16,49,613,208,691,372,167,177,512,412,1041,287,845,478,432,554,410,585,952
ENSG00000154328.16,978,2268,815,1243,804,1286,968,1880,845,1289,891,1343,919,1118,2952,419,686,1438
ENSG00000154330.13,469,292,771,7944,313,412,265,330,239,159,84,1546,123,196,590,51,166,399
ENSG00000154342.6,11,2,12,1,0,5,3,4,0,2,3,5,10,9,5,4,4,42
ENSG00000154358.22,1721,891,853,898,1432,373,1007,2409,723,702,2854,1546,436,1279,1305,295,1077,2555
ENSG00000154359.13,542,731,700,1252,698,587,858,2008,882,641,713,1401,662,734,788,570,800,847
ENSG00000154370.16,1584,1227,1160,2589,1330,2129,2097,1838,708,1469,2456,984,1657,1718,1385,977,788,1680
ENSG00000154380.17,3855,5021,5929,8330,4151,2158,3754,6013,6902,5912,3474,5416,3092,1365,3263,2689,3406,4568
ENSG00000154415.8,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000154429.11,205,422,385,533,512,407,518,1330,491,462,389,481,465,189,464,440,302,526
ENSG00000154438.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000154447.15,3650,4325,3924,3182,3129,802,5311,7189,3724,4210,1373,4363,5061,4225,2398,1583,1183,4139
ENSG00000154451.14,161,165,461,181,9448,328,323,6246,277,490,724,871,356,35,168,286,166,210
ENSG00000154473.18,3861,2910,4196,5275,5197,3758,5254,6812,3957,7125,4326,3548,3725,2637,3091,3794,2367,4186
ENSG00000154478.4,2,1,2,16,0,0,1,5,0,1,3,2,1,3,5,1,2,2
ENSG00000154479.13,15,11,33,21,19,1,14,23,22,33,7,46,34,4,13,8,13,8
ENSG00000154485.5,12,13,25,40,19,9,44,23,11,13,37,26,3,12,13,11,17,30
ENSG00000154493.19,1,6,4,4,2,8,3,28,12,3,7,4,1,10,0,2,0,14
ENSG00000154511.12,398,492,689,959,491,593,419,1295,664,924,291,750,756,343,400,242,381,441
ENSG00000154518.10,5913,8317,6458,9417,8923,10183,7474,12125,4389,7578,6947,5843,9434,7139,6872,4056,3826,6445
ENSG00000154529.15,156,39,39,112,10,774,16,7,9,54,17,124,7,10,46,32,9,3
ENSG00000154545.16,0,1,1,0,0,1,0,0,1,2,1,1,1,0,0,1,0,0
ENSG00000154548.9,20,73,76,60,42,51,52,128,58,30,54,169,33,37,168,36,90,42
ENSG00000154553.16,1628,1327,3397,6517,1231,1008,1172,3025,2716,5614,1003,2383,2620,323,2403,724,1318,302
ENSG00000154556.18,2402,7022,2090,3120,2994,478,3562,2908,3117,4982,1442,8641,1818,3533,2492,1412,2064,3003
ENSG00000154582.17,2506,1691,3552,2389,3390,2755,1926,2562,2070,2268,2287,1602,2033,1753,1786,1790,976,1981
ENSG00000154589.7,198,155,406,189,368,545,212,716,348,474,226,466,551,127,372,313,393,145
ENSG00000154608.14,9,6,10,5,7,0,9,42,32,16,5,7,1,3,2,1,1,9
ENSG00000154611.15,0,0,0,1,2,2,0,0,0,2,3,2,0,2,2,1,2,5
ENSG00000154620.6,8,15,0,24,14,12,0,0,9,2,0,0,0,0,6,5,16,0
ENSG00000154639.19,2828,4511,3148,6031,1684,530,2521,3188,2247,973,1678,3369,2340,2444,2150,1038,1735,2783
ENSG00000154640.15,1080,1389,1979,1279,937,1629,1148,2050,1248,1019,1336,1321,1856,866,1427,1048,993,1079
ENSG00000154642.11,340,488,474,634,527,365,389,1061,667,440,309,1030,444,231,448,212,319,268
ENSG00000154645.14,16,23,11,21,14,19,21,29,26,6,7,72,6,14,34,3,22,16
ENSG00000154646.9,0,5,12,27,3,1,684,185,0,0,3,998,60,0,1,0,1,1
ENSG00000154654.15,42,60,106,297,70,66,85,288,126,321,62,104,199,21,94,43,80,23
ENSG00000154655.16,72,356,255,191,277,27,323,351,94,69,283,572,124,261,126,27,119,28
ENSG00000154678.18,119,248,126,248,98,66,141,313,99,126,32,265,65,85,141,37,78,79
ENSG00000154710.18,69,93,155,149,96,168,118,138,97,127,115,158,138,114,103,102,119,267
ENSG00000154719.14,550,754,682,881,841,831,761,1250,563,653,543,830,790,681,756,566,556,291
ENSG00000154721.15,653,632,1000,1299,449,756,536,789,527,466,246,2007,360,465,962,233,442,475
ENSG00000154723.12,1744,1974,2547,3101,1908,3683,1974,2969,1227,1621,1337,2120,3089,2847,2169,1832,1729,1319
ENSG00000154727.11,802,1228,1472,1920,1117,400,797,2966,1700,825,631,2007,639,544,972,714,804,854
ENSG00000154734.16,1121,1948,13213,5115,3332,4032,1808,2885,2253,1605,1518,13083,1124,795,8246,1403,3300,1320
ENSG00000154736.6,199,470,1329,492,343,205,130,665,1022,759,130,359,196,76,372,307,315,198
ENSG00000154743.18,506,569,351,686,324,387,739,489,173,386,317,568,301,631,390,312,314,369
ENSG00000154760.14,1431,1756,1208,255,1451,657,2666,1293,815,1188,2516,1134,1423,1049,2332,277,691,1775
ENSG00000154764.6,2640,2662,2196,2107,2031,1116,43,447,1943,5247,4196,867,1797,2919,1097,2973,1377,451
ENSG00000154767.15,1134,922,807,1246,1240,343,854,2705,974,1209,736,1740,885,538,737,522,541,816
ENSG00000154781.16,1386,978,1026,1503,924,1403,1780,2334,872,1232,1342,1303,1533,1518,1317,1001,866,664
ENSG00000154783.12,1955,1584,2776,2586,760,1064,2685,4908,2186,2046,2793,3256,2518,4507,3009,559,1308,2209
ENSG00000154803.13,828,1039,877,1700,913,756,1565,2616,935,964,1208,1615,1104,828,1765,797,1237,826
ENSG00000154813.10,1165,948,1593,1799,1113,1881,948,3216,1164,1400,1403,1858,1590,974,1253,1836,1016,573
ENSG00000154814.14,664,554,507,681,625,933,714,1059,290,429,519,604,604,499,670,502,362,407
ENSG00000154822.18,730,1080,746,835,952,394,672,1337,643,650,447,1970,1287,942,625,274,607,465
ENSG00000154832.15,1220,1459,2194,2522,1392,1958,2947,3519,1324,1911,3073,3035,2186,2664,1932,879,1335,2422
ENSG00000154839.10,85,96,186,216,309,345,99,330,98,240,391,52,133,143,226,193,123,132
ENSG00000154845.16,9123,3874,6231,4281,4897,3319,4167,10045,4985,5534,5583,5012,10645,4123,3398,4121,3432,4439
ENSG00000154856.13,1600,2597,1638,2770,1210,1702,1331,3585,5137,4061,2150,10634,1407,1479,1014,3092,5832,21153
ENSG00000154864.13,380,316,1464,684,229,185,382,1636,900,1259,92,824,397,168,577,228,436,144
ENSG00000154874.15,9,31,94,101,44,2,37,58,38,8,28,14,14,3,44,14,48,15
ENSG00000154889.17,1404,728,849,552,663,277,755,1100,611,481,974,1168,1276,870,502,320,594,1013
ENSG00000154898.15,2,4,6,7,2,0,7,11,9,8,16,16,2,1,8,3,9,10
ENSG00000154914.17,657,446,370,954,593,432,661,982,366,582,1110,448,355,457,445,476,238,696
ENSG00000154917.11,398,920,673,1209,266,426,374,1178,507,642,1804,999,291,235,1029,285,546,352
ENSG00000154920.15,63,56,70,42,97,142,68,107,63,103,197,26,40,46,139,52,95,126
ENSG00000154928.18,37,46,122,71,35,43,30,61,85,153,285,62,22,42,73,63,42,77
ENSG00000154930.15,2014,3846,1147,3580,1550,840,4363,2159,579,919,1320,6164,3320,4572,1923,234,1461,1577
ENSG00000154945.7,1984,1777,1934,2648,1961,999,1744,3384,2316,2186,1260,2356,1564,1432,1582,1244,1230,1215
ENSG00000154957.14,369,316,369,551,242,152,404,744,337,320,396,550,279,448,332,289,295,401
ENSG00000154975.14,1,11,2,4,30,15,2,3,4,1,6,56,5,2,4,38,19,7
ENSG00000154978.13,3200,3018,3455,2522,2520,3300,3181,5634,3373,4527,2406,3131,5322,3276,2851,2435,3559,3078
ENSG00000154997.9,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,2
ENSG00000155008.14,604,790,737,700,719,220,776,2042,770,794,409,1276,449,460,595,499,559,873
ENSG00000155011.9,101,253,561,1126,116,44,79,310,737,109,99,155,100,74,92,221,400,24
ENSG00000155016.18,390,584,599,607,547,252,289,2263,855,761,153,918,324,182,506,318,373,377
ENSG00000155026.16,2,2,1,3,0,4,1,2,2,1,2,3,3,2,3,7,1,4
ENSG00000155034.19,509,194,391,520,418,292,268,825,307,375,231,455,235,197,346,377,350,613
ENSG00000155052.14,0,2,1,6,38,4,9,3,11,2,3,48,4,2,3,3,13,1
ENSG00000155066.16,9620,6552,7129,1702,4324,7453,5325,460,4917,3279,18291,4843,8337,6992,2489,6053,7147,7832
ENSG00000155070.8,0,2,0,17,0,17,0,0,0,40,30,0,29,1,9,0,21,2
ENSG00000155085.15,141,237,210,210,162,88,310,341,199,117,117,450,202,153,149,88,257,207
ENSG00000155087.4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
ENSG00000155090.15,3077,3829,10046,3465,6610,2076,2726,3605,4184,4873,3387,6324,5918,1738,3065,1593,2548,7829
ENSG00000155093.19,3352,3220,614,3945,3008,1134,1416,7128,2186,1528,1003,5263,3262,3357,2009,1974,3132,5472
ENSG00000155096.14,9263,9858,9989,10634,14647,4158,7126,13821,12103,18246,4090,7378,8202,4859,6083,4566,3044,6383
ENSG00000155097.12,3665,3015,3836,3542,3714,2066,2637,7394,4129,4329,1787,2993,2409,1952,2387,1717,1408,2429
ENSG00000155099.8,472,751,506,823,551,243,352,814,987,385,446,678,321,315,522,420,295,301
ENSG00000155100.11,552,517,321,636,779,217,538,667,700,240,547,573,244,175,428,458,237,474
ENSG00000155111.15,1022,1089,1456,1015,1075,877,1503,2868,1415,1350,671,1951,901,664,1200,756,926,1170
ENSG00000155115.7,1254,1674,2191,1667,2496,3560,2378,2143,960,1645,1770,2246,1845,1911,1711,1780,1775,695
ENSG00000155158.20,442,881,760,1491,1167,621,1258,2666,1188,1127,989,1522,741,442,813,609,1032,1645
ENSG00000155189.12,767,1087,1089,3266,1780,1131,1266,3609,1351,1986,1028,1746,839,926,1554,612,730,1130
ENSG00000155229.21,3866,2997,4014,4178,3655,2954,4169,4659,2999,6297,3180,3056,3071,2864,3027,2531,1897,3933
ENSG00000155249.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155252.13,1764,1039,2101,1813,2053,3705,1639,2436,1627,2980,1243,1878,2587,1431,1880,1861,987,1372
ENSG00000155254.13,6817,2542,10095,7619,4739,7906,2237,8185,10383,11703,3513,4473,6171,2820,3381,3891,3477,2362
ENSG00000155256.17,2592,2035,1856,3086,1726,2087,4425,2661,1175,1610,2850,2678,3298,2679,2156,1208,1497,3387
ENSG00000155265.11,1716,1706,362,687,605,329,1049,431,531,762,387,1291,830,1079,1209,302,646,1901
ENSG00000155269.12,34,156,92,17,10,13,15,9,25,19,35,2,20,5,10,55,63,31
ENSG00000155275.19,583,460,399,454,420,730,862,826,333,787,441,632,507,750,440,377,306,654
ENSG00000155287.11,1915,1014,1658,2230,1937,2429,2384,2356,914,1623,4048,1945,2672,1730,1456,1327,1146,2007
ENSG00000155304.6,709,1727,2495,1698,1202,679,620,4927,3830,2012,604,1703,1011,348,1066,1385,1358,850
ENSG00000155307.19,239,247,766,214,753,339,535,2350,769,324,353,623,636,66,449,354,415,245
ENSG00000155313.15,1521,2359,3109,3000,1726,956,1852,3668,2981,2174,1079,2598,1543,1432,1726,1483,1586,1234
ENSG00000155324.10,1478,1333,2005,1445,1664,701,1045,1622,1126,1749,850,1087,1501,470,938,1835,920,780
ENSG00000155329.12,651,708,583,1141,781,367,789,1383,613,602,614,975,852,420,634,368,462,589
ENSG00000155330.10,222,521,666,575,605,229,394,881,691,486,341,474,411,318,419,511,226,454
ENSG00000155363.18,3390,1950,2435,2171,3646,2784,4172,2942,1046,1928,6151,3127,3694,2239,2356,1716,1605,4818
ENSG00000155366.17,14644,6233,18523,7444,8412,20376,10231,8467,6541,11621,13650,5958,19274,13588,11702,11185,6255,8682
ENSG00000155367.15,126,49,106,84,56,127,85,109,25,49,294,50,72,113,68,88,66,202
ENSG00000155368.16,4343,6300,5195,6077,5305,5704,6513,7855,2879,4296,5304,6966,5780,6839,5224,2991,3758,7410
ENSG00000155380.12,1994,2482,4615,3598,2143,2083,1437,4373,4005,2684,2384,1173,1136,2312,2591,1485,1358,4239
ENSG00000155393.13,735,1219,1287,1228,1030,979,1183,1390,723,995,1313,1310,739,784,991,769,695,1156
ENSG00000155428.12,9,10,10,4,1,1,5,14,0,1,15,9,10,11,2,0,3,13
ENSG00000155438.12,1137,1138,921,2139,1184,1323,1560,2099,839,1219,1237,1181,1237,1303,1097,589,682,1320
ENSG00000155463.14,5716,4604,6392,7908,5342,3529,6322,9273,4038,5364,5208,4824,5676,5204,4429,4599,2840,3371
ENSG00000155465.20,1493,1831,3110,2889,2036,1127,2909,5379,3948,3907,1496,2227,4453,2669,3782,919,1605,1479
ENSG00000155495.9,0,1,1,0,50,0,0,5,2,0,0,1,0,0,1,0,12,14
ENSG00000155506.18,13522,12725,13615,16208,18265,5627,13742,18823,10857,16013,9457,11644,9398,5823,8813,9345,7817,7223
ENSG00000155508.14,3548,2634,3485,3401,2652,1677,3147,4965,2909,4329,2196,3246,3595,1452,2711,1878,2008,2228
ENSG00000155511.18,2,5,11,30,8,3,9,10,6,0,8,62,4,0,7,0,3,12
ENSG00000155530.3,49,22,63,70,15,75,86,51,22,33,258,60,25,26,15,27,25,117
ENSG00000155542.12,211,242,157,702,309,150,232,763,182,339,276,305,340,61,131,40,199,164
ENSG00000155545.20,833,786,653,1532,1264,282,964,2000,876,732,859,1233,817,312,791,527,579,873
ENSG00000155561.15,2219,2224,2594,3140,4883,2505,2047,3753,2272,3060,1990,2547,1143,1568,2135,2236,1939,2645
ENSG00000155592.16,275,264,209,390,259,176,189,610,382,332,190,440,199,284,189,128,194,359
ENSG00000155621.15,468,332,401,487,480,421,463,505,408,552,375,532,503,305,387,299,378,248
ENSG00000155622.7,0,2,1,0,4,0,3,1,0,1,0,0,0,0,6,0,2,3898
ENSG00000155629.15,2698,7251,2048,1079,7560,650,3553,10514,1556,3891,2187,7600,2510,3058,2103,596,2434,1040
ENSG00000155636.15,541,441,416,527,521,281,514,698,356,369,513,577,475,448,393,269,384,546
ENSG00000155657.28,433,479,217,523,235,126,1133,682,320,142,746,819,247,187,330,76,252,429
ENSG00000155659.15,261,623,2868,1153,2537,1681,4281,7550,1952,5133,691,1851,2079,354,1700,1521,795,399
ENSG00000155660.11,11886,18323,16658,14808,18950,13181,9580,28100,8843,23852,13234,14420,9035,8091,8558,14675,9721,23702
ENSG00000155666.12,162,192,174,200,201,166,283,289,199,216,164,428,208,250,111,78,197,221
ENSG00000155714.14,0,2,3,11,3,0,7,3,1,0,6,3,3,5,4,4,1,10
ENSG00000155719.18,10,16,16,23,16,24,34,31,15,18,6,26,65,25,18,3,17,7
ENSG00000155729.13,816,838,657,1158,743,333,687,1659,979,923,541,1242,637,638,668,334,484,1011
ENSG00000155744.9,1299,1584,1100,1444,1610,558,1333,3064,1552,993,1526,1544,991,883,1327,683,816,1110
ENSG00000155749.13,14,9,21,13,13,5,22,22,11,12,10,22,11,17,19,8,20,45
ENSG00000155754.15,6,12,49,13,7,45,7,14,17,39,16,26,25,6,11,12,18,19
ENSG00000155755.19,573,495,617,620,692,1118,362,1048,791,722,410,714,520,203,530,550,515,715
ENSG00000155760.2,862,727,1554,3044,803,1369,904,2204,1451,2691,623,1064,1439,402,1303,536,622,1504
ENSG00000155761.14,62,77,157,21,20,31,148,32,54,69,63,193,116,51,77,30,88,394
ENSG00000155792.10,2162,1522,1589,1440,2429,486,1185,1938,1576,1937,2050,1893,1403,1443,1031,309,746,2061
ENSG00000155816.20,28,146,78,228,113,74,68,108,188,47,17,333,30,114,135,86,136,31
ENSG00000155827.12,2188,1946,1804,2968,2153,1603,2343,5036,3066,2931,1571,3320,2413,1452,2247,1537,1547,1917
ENSG00000155833.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000155846.17,368,273,191,1162,566,104,506,495,237,150,316,357,252,172,358,83,160,376
ENSG00000155849.15,518,809,1058,842,950,903,737,2046,780,658,640,2022,738,477,1264,580,745,412
ENSG00000155850.8,759,816,1125,1342,1090,395,810,4001,2340,1701,602,1273,735,390,1263,594,1413,605
ENSG00000155858.6,569,398,642,952,580,216,435,1294,689,664,499,481,445,220,403,347,413,258
ENSG00000155868.8,547,526,552,732,540,407,785,688,492,573,721,869,547,430,408,298,446,317
ENSG00000155875.15,2,3,12,12,7,14,3,25,7,11,8,18,2,9,6,6,10,4
ENSG00000155876.6,1851,2773,3963,4357,2993,4666,2524,6704,2802,5849,3620,4655,3628,2474,2797,2370,3103,2338
ENSG00000155886.11,29,38,39,41,37,35,44,146,645,882,121,14,100,11,135,89,124,17
ENSG00000155890.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155893.13,880,892,1517,897,980,581,620,1685,1182,1058,930,745,698,611,900,718,562,1154
ENSG00000155897.10,0,18,0,9,0,2,1,156,1,5,0,6,1,1,2,0,1,0
ENSG00000155903.13,1121,868,1582,1761,876,561,2288,2305,1373,1263,2843,1515,910,637,1429,1284,960,1919
ENSG00000155906.19,592,574,975,845,666,993,905,1224,527,605,442,909,653,576,796,576,687,586
ENSG00000155918.8,10,76,96,58,81,595,55,33,150,218,62,8,17,51,253,82,93,162
ENSG00000155926.14,750,609,1423,713,2314,1818,1926,6896,1326,2039,711,1409,1776,263,1600,739,1356,298
ENSG00000155957.18,676,702,821,1176,840,573,523,1230,584,1281,854,824,730,754,706,728,362,753
ENSG00000155959.12,1459,1639,1732,1320,1987,1870,1331,1992,1320,1637,1197,1582,1666,1270,1542,3179,913,1548
ENSG00000155961.5,44,67,20,43,79,42,67,185,80,47,20,160,47,38,113,28,67,29
ENSG00000155962.13,359,536,860,450,500,447,440,1467,519,537,270,1305,490,241,803,346,399,853
ENSG00000155966.14,31,73,113,35,59,102,38,156,141,49,33,206,10,16,120,32,57,23
ENSG00000155970.12,88,147,203,336,202,27,173,196,234,110,118,394,64,30,169,99,120,62
ENSG00000155974.12,139,294,164,436,107,71,121,124,260,801,241,269,126,98,211,169,175,325
ENSG00000155975.10,822,965,1118,1647,1272,943,1234,2729,1185,1725,807,1354,1023,823,928,882,705,1424
ENSG00000155980.13,76,267,138,376,168,94,239,464,230,180,122,409,87,116,259,159,288,54
ENSG00000156006.5,4,20,11,10,0,6,19,14,26,4,10,11,39,46,11,1,3,38
ENSG00000156009.10,3,1,2,1,2,3,0,2,0,0,3,0,0,0,1,1,1,12
ENSG00000156011.17,1187,1274,1936,4495,1710,1156,2293,3861,3704,5215,632,1906,1378,1237,1400,959,926,973
ENSG00000156017.13,564,723,606,1114,1062,452,820,1792,847,542,538,1223,489,434,682,662,516,741
ENSG00000156026.14,3145,2791,3370,6995,3330,1209,7217,7980,2074,3917,2624,3252,5563,3445,2658,1030,2433,2106
ENSG00000156030.13,3443,2601,3242,3789,3234,695,3069,3761,3714,2804,3152,2791,2540,2811,2325,1465,1745,1640
ENSG00000156042.18,53,108,124,65,53,30,238,138,30,86,63,351,67,67,67,25,88,202
ENSG00000156049.7,394,175,149,710,252,148,158,86,52,212,58,324,340,112,225,22,123,119
