,TCGA-2L-AAQI-01A,TCGA-2L-AAQJ-01A,TCGA-F2-A7TX-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPY-01A,TCGA-FB-AAQ3-01A,TCGA-HZ-7926-01A,TCGA-IB-7644-01A,TCGA-IB-7654-01A,TCGA-IB-AAUO-01A,TCGA-FB-AAQ0-01A,TCGA-H6-A45N-01A,TCGA-HZ-8637-01A,TCGA-LB-A7SX-01A,TCGA-US-A77J-01A
ENSG00000011132.12,905,797,541,938,650,296,772,1004,957,1284,616,475,1409,658,935
ENSG00000011143.19,504,283,595,538,771,353,547,400,628,670,376,355,756,777,511
ENSG00000011198.10,1045,847,983,1134,825,976,2296,1683,1169,878,721,537,2033,740,774
ENSG00000011201.12,204,257,298,1258,181,222,707,1085,1264,267,106,323,875,1240,215
ENSG00000011243.18,1550,1253,1131,1281,1980,810,1498,1528,1546,2424,1819,1056,2329,1213,1159
ENSG00000011258.16,827,589,981,724,769,744,1362,1892,1473,1100,1154,606,1674,1153,551
ENSG00000011260.14,1452,1027,2127,1219,1283,1500,2549,2043,1988,1291,1162,667,2660,1203,1348
ENSG00000011275.19,2327,1988,2902,4404,1844,631,3566,2824,3461,1279,1237,1851,4433,3988,2487
ENSG00000011295.16,2049,1792,1742,1527,1446,1063,3295,1873,2694,1460,1063,1740,2984,1729,1869
ENSG00000011304.22,12940,13980,17574,11756,9956,5251,19836,16780,14818,15902,11107,7083,15762,10894,8760
ENSG00000011332.19,27,15,21,26,28,11,26,8,28,20,15,16,46,16,31
ENSG00000011347.10,2309,302,2234,380,1028,146,520,150,2417,434,284,3717,6481,1667,2866
ENSG00000011376.12,1258,518,991,825,653,399,1797,2443,1191,513,485,630,1594,1017,783
ENSG00000011405.13,2988,1985,3157,2776,1639,1293,6295,5529,4287,1684,2679,1573,5649,2500,958
ENSG00000011422.12,3014,10820,4883,7527,4409,3089,11882,7463,6451,6613,7606,3443,3840,4097,3168
ENSG00000011426.11,1948,1134,5113,1762,452,557,2515,1754,899,1342,787,466,2164,2027,280
ENSG00000011451.21,3056,3158,2403,3988,2093,658,4001,4606,4601,2743,1733,1838,2868,2113,2091
ENSG00000011454.18,2227,3081,2778,4620,2179,1530,4888,5480,4832,3265,1326,1835,5074,3282,1766
ENSG00000011465.18,16595,19583,14219,37607,26069,44525,38848,56271,79454,10140,13718,38604,70029,16431,39662
ENSG00000011478.13,513,525,438,561,922,826,643,791,320,689,744,318,726,1407,484
ENSG00000011485.15,2811,3590,4362,2248,3905,1741,3548,3059,4581,2624,1955,1972,4524,3333,2298
ENSG00000011523.14,1144,1000,1137,1651,1119,458,1568,2626,2195,729,559,1017,2108,1698,1023
ENSG00000011566.15,2169,1904,1423,1493,1083,1359,5757,3779,2909,1210,2188,1173,3204,1759,512
ENSG00000011590.14,8,21,59,42,71,7,40,17,17,45,28,40,120,42,70
ENSG00000011600.12,1374,2459,3603,3009,5044,3160,1839,2736,3271,3849,337,2405,11334,843,3769
ENSG00000011638.11,2880,3097,1729,2352,1875,3128,3464,5573,5079,2715,1967,860,2288,2801,1039
ENSG00000011677.13,6,1,144,10,2,0,1,0,3,1,3,64,18,584,4
ENSG00000012048.23,745,181,1065,616,234,188,653,824,889,510,143,252,1851,1157,438
ENSG00000012061.16,1691,1708,2410,1841,2608,1662,3443,1993,2550,2028,1782,1276,2405,2795,2297
ENSG00000012124.17,96,1256,419,298,975,27,1235,85,365,90,40,446,2418,120,7314
ENSG00000012171.20,2806,4727,926,8102,2741,3491,7071,4965,993,5611,11820,2404,1012,6714,2560
ENSG00000012174.12,1245,848,1514,1502,458,541,2048,1828,1706,506,551,640,2368,1166,568
ENSG00000012211.13,611,631,856,587,568,257,520,1017,706,1008,840,313,944,786,272
ENSG00000012223.13,19871,718,6812,1487,4676,3391,4894,185,5136,4100,289,2581,11980,10463,28059
ENSG00000012232.9,1965,2510,2962,3489,1652,595,5266,2578,4199,1463,1382,1854,2903,2245,2217
ENSG00000012504.15,723,90,212,132,375,346,2095,51,73,275,28,329,203,108,413
ENSG00000012660.14,3155,2715,5164,4438,2110,1420,6848,3082,7722,1837,1677,1830,7880,2034,3447
ENSG00000012779.11,8229,9025,4175,5371,7906,3777,9524,1651,4732,12192,3824,3680,12097,6330,4837
ENSG00000012817.16,1102,2,1072,1817,1550,1,2838,1,3030,1,1240,1,0,0,1
ENSG00000012822.16,3116,2799,3277,7166,4429,1714,5870,9607,6480,4700,6151,3827,6067,6124,3204
ENSG00000012963.15,1682,1364,1755,1428,1227,1167,2576,2614,2239,1325,838,897,2794,1065,1497
ENSG00000012983.11,2799,2160,3088,2409,1445,1208,7505,3049,4371,2234,1588,1440,3975,2154,1182
ENSG00000013016.16,709,431,507,1076,610,226,1066,1376,1772,899,239,631,1417,486,1085
ENSG00000013275.8,4507,6118,7816,12358,5658,3914,7378,4130,5017,5844,3886,2185,6600,5842,3279
ENSG00000013288.9,4205,3431,2783,3670,3443,1181,4930,7742,6804,2045,1438,2852,11213,4311,3191
ENSG00000013293.6,70,1,100,145,64,6,18,17,208,3,3,129,606,14,55
ENSG00000013297.12,278,292,2209,280,320,289,777,501,1582,142,173,744,598,157,316
ENSG00000013306.16,6256,14366,7483,6074,7937,5180,6941,9539,7181,9641,8682,3794,8266,10424,5004
ENSG00000013364.19,24833,26750,19584,22776,23377,12431,31248,32313,39677,28648,27848,16718,17734,26018,16205
ENSG00000013374.16,3429,3542,6189,3663,4316,2761,5306,5935,7429,4847,3039,2084,11415,4597,3062
ENSG00000013375.16,1358,1266,1214,1629,967,630,3216,2244,3078,1088,1783,758,2841,1292,1012
ENSG00000013392.8,279,256,258,499,377,337,540,456,857,293,206,192,744,334,343
ENSG00000013441.16,2852,3155,2257,2957,5213,4054,7789,3681,1825,6563,5944,3588,8784,5199,3873
ENSG00000013503.10,534,341,881,378,267,226,852,820,747,219,214,274,985,314,305
ENSG00000013523.11,1253,718,1492,979,1335,410,1548,1282,1991,784,513,1069,3170,955,878
ENSG00000013561.18,2412,2345,1974,2396,1622,1993,3750,2971,4453,1496,1182,1151,3554,1379,1738
ENSG00000013563.14,514,631,499,418,526,202,1191,1087,1062,589,746,321,1864,988,376
ENSG00000013573.17,972,669,1602,428,471,786,835,2279,359,1588,2024,768,1431,899,1220
ENSG00000013583.10,2189,1554,2090,2144,1672,2156,2339,3450,4107,1459,1226,990,3292,1364,1600
ENSG00000013588.9,50128,35997,41419,55393,27088,18969,54630,69256,89704,45475,69976,14393,4521,26302,3165
ENSG00000013619.14,362,314,198,607,306,213,732,599,401,557,223,310,983,189,422
ENSG00000013725.14,417,344,985,264,846,179,848,590,337,239,130,436,2262,360,1616
ENSG00000013810.20,1813,1790,3474,3620,2027,1078,2541,2777,1157,2896,1083,994,7312,3244,2982
ENSG00000014123.10,1612,1208,1889,1564,833,1066,3657,2669,3519,1274,1541,1054,5829,1272,690
ENSG00000014138.9,206,172,319,239,194,255,161,201,144,363,251,115,339,327,274
ENSG00000014164.7,1229,1412,1916,1258,1318,484,1396,1832,1736,1466,2167,990,2502,1554,1210
ENSG00000014216.16,16343,18990,15310,18130,12022,4505,25612,24274,19930,18307,15679,9993,13460,20923,10223
ENSG00000014257.16,354,55,133,66,117,51,153,657,196,91,55,216,432,112,195
ENSG00000014641.21,5244,4253,5245,5828,3851,4549,6583,6982,5754,5337,3325,2333,10294,4619,4042
ENSG00000014824.14,4590,3622,3054,2618,1759,1988,6916,6415,5334,1666,2243,1502,6527,3600,1555
ENSG00000014914.21,3301,5148,3016,2380,5404,3933,6634,5320,6009,6632,27171,3235,4301,4344,1288
ENSG00000014919.13,1235,987,1493,1353,890,1343,2397,2475,1605,1559,1768,742,2105,2064,1023
ENSG00000015133.19,2134,2100,6041,1065,1686,718,2783,5897,1555,1446,1798,1244,6737,1602,2049
ENSG00000015153.15,654,686,759,610,426,711,1158,1210,733,786,536,392,1245,434,473
ENSG00000015171.20,4160,3132,4312,4914,2666,1828,7288,6541,7708,2336,2230,2396,9057,4661,2231
ENSG00000015285.11,312,529,1042,591,1182,211,906,549,513,733,90,576,3111,292,2603
ENSG00000015413.9,1667,496,2656,136,1325,372,632,929,4708,127,896,758,1924,1587,893
ENSG00000015475.19,1873,2448,2363,1139,2292,1460,2934,2420,1375,2587,634,951,2362,3180,1282
ENSG00000015479.20,145,87,93,87,117,59,195,78,66,257,293,156,229,146,25
ENSG00000015520.15,4035,3205,32,121,2259,1404,4857,1162,6687,1816,2809,901,685,155,3107
ENSG00000015532.10,2229,1332,1758,2398,2018,1318,2613,3149,2568,3676,1539,1283,1817,1692,1997
ENSG00000015568.13,1,2,0,1,0,0,1,1,2,1,0,0,7,2,0
ENSG00000015592.16,28,1,5,47,9,3,10,7,6,10,1,4,53,7,7
ENSG00000015676.18,6060,4482,5414,5792,4546,2579,7998,8686,8326,4221,3629,3496,6145,6392,4533
ENSG00000016082.15,361,228,235,90,398,79,269,44,402,83,96,442,1178,210,201
ENSG00000016391.11,1865,1767,836,569,1846,863,1748,5542,5080,1251,852,892,3964,1533,653
ENSG00000016402.13,1833,980,1429,561,1465,907,1143,2321,2457,972,983,825,809,1496,690
ENSG00000016490.16,74,0,1,101,1071,141,63,8108,1,0,257,27,121,7,3
ENSG00000016602.9,16,21,107,0,1,4,15,1,1,5,1,9,12,52,2
ENSG00000016864.18,2211,1568,1668,2284,2423,2023,3449,3898,5069,1863,1950,1713,4304,1884,2437
ENSG00000017260.20,7950,5393,6884,4411,4324,3495,11134,11175,10640,7825,4238,3232,10254,7223,2584
ENSG00000017427.17,23,115,96,137,52,16,432,42,261,17,2,368,561,27,548
ENSG00000017483.15,3086,5327,1571,1784,2157,105,490,5284,1704,7930,6192,194,657,898,471
ENSG00000017797.13,4514,4805,3626,3898,3050,1075,7741,7161,8545,3958,3147,2567,6737,6567,2591
ENSG00000018189.13,1734,1620,1351,1664,1882,1011,2612,1814,1796,1237,1565,1503,3618,1956,1437
ENSG00000018236.15,981,195,785,884,542,1576,569,6045,2560,155,367,1277,2621,463,804
ENSG00000018280.17,533,977,828,2635,3453,667,479,574,890,2631,848,927,2622,432,1139
ENSG00000018408.15,4630,4727,4486,10697,2983,5740,15917,5533,7886,12779,1807,3098,8181,2809,2487
ENSG00000018510.17,3335,2481,3424,2614,1693,1716,4632,5417,4844,1710,1840,1865,5775,2450,1182
ENSG00000018607.7,1,0,0,3,0,0,1,2,1,0,2,1,6,0,0
ENSG00000018610.15,1137,1086,1353,1114,760,607,1448,1409,1555,959,850,629,2111,1236,835
ENSG00000018625.15,73,70,30,3124,75,20,127,118,306,32,12,80,344,25,252
ENSG00000018699.13,871,615,1121,667,667,610,1365,1567,1293,875,568,480,1397,1132,776
ENSG00000018869.17,47,30,76,107,47,51,121,50,91,25,10,43,160,22,74
ENSG00000019102.12,11171,9169,383,1542,8345,8014,5445,20859,10136,1061,9626,1828,407,5716,1548
ENSG00000019144.19,4799,3637,4097,5828,3328,1062,6510,6480,10220,5110,3449,5653,6045,3825,2907
ENSG00000019169.10,23,1138,976,1168,2053,761,64,775,803,338,68,970,5314,71,494
ENSG00000019186.10,36,26,1464,9,41,18,9,59,3,1353,8,22,72,1662,23
ENSG00000019485.13,366,448,438,709,458,218,1043,588,1010,560,332,508,929,492,544
ENSG00000019505.8,3043,13443,746,3940,4413,3187,26875,20555,8685,5027,7817,3305,3934,2686,2346
ENSG00000019549.13,559,321,2078,963,548,793,1188,803,2063,453,473,1606,2649,181,664
ENSG00000019582.15,97219,73290,181642,86142,218022,68985,115556,108432,242248,193407,36991,64718,410844,134858,239198
ENSG00000019991.18,526,177,287,415,256,176,932,642,819,103,70,455,1099,178,343
ENSG00000019995.6,505,530,860,869,420,118,1194,1008,979,375,448,340,1076,606,425
ENSG00000020129.16,1434,1076,1350,1600,1370,365,1833,1762,1912,1430,849,1119,2512,1732,1491
ENSG00000020181.18,2629,2916,2795,8832,1845,248,3564,4248,5892,697,913,3352,4722,1172,2687
ENSG00000020219.9,1,0,1,0,0,0,0,0,0,0,2,0,2,1,0
ENSG00000020256.20,1015,815,778,858,599,389,1379,1660,2436,877,524,594,1297,1220,546
ENSG00000020426.11,573,580,1087,360,386,472,705,589,442,477,454,210,626,297,325
ENSG00000020577.14,1135,1232,1503,3317,456,872,3077,1498,1292,2346,830,526,2912,582,966
ENSG00000020633.19,279,495,972,485,939,267,1428,1266,503,679,317,896,4589,4039,1951
ENSG00000020922.13,1116,654,1433,1007,967,568,1415,1771,1341,1227,967,732,3392,1955,809
ENSG00000021300.14,1994,1106,1000,1121,3210,620,1892,911,2037,1756,1082,620,1344,2904,920
ENSG00000021355.13,13616,16107,11119,5917,12096,17097,32526,34755,7476,24535,30370,7040,11833,5055,6550
ENSG00000021461.17,2,1,1,0,1,0,1,1,0,7,5,2,10,6,0
ENSG00000021488.13,24,46,62,22,126,31,30,72,208,59,22,11,351,48,6
ENSG00000021574.13,1163,1013,1103,900,466,670,2474,2205,1931,753,725,628,2320,1229,572
ENSG00000021645.20,135,125,83,1910,94,38,260,453,138,48,64,116,332,60,136
ENSG00000021762.20,1703,1764,1707,4041,2262,702,1864,3180,3664,1754,1578,1544,1914,1868,1289
ENSG00000021776.11,1920,2004,3782,1756,1671,1019,3979,4334,5628,1581,1670,1312,4495,2927,1323
ENSG00000021826.17,440,25,115,264,438,402,162,244,215,81,70,134,226,126,41
ENSG00000021852.13,39,1,90,23,23,28,2,4,7,45,4,2,77,19,12
ENSG00000022267.19,827,1327,1345,18224,841,879,2395,3034,2759,485,638,1000,2531,579,3014
ENSG00000022277.13,3199,3696,3046,3846,3143,2770,4546,4219,4254,3193,2806,1626,5031,3774,2732
ENSG00000022355.18,6,1,0,10,0,0,0,0,4,1,1,5,8,0,1
ENSG00000022556.16,4,1407,4599,160,216,874,509,2880,46,1914,11,950,3782,1569,1018
ENSG00000022567.10,1886,2603,2660,1326,1614,792,2398,3267,4318,1254,5237,1906,3188,2609,942
ENSG00000022840.16,5909,7678,10619,7162,5935,4134,10844,10431,12105,7734,8497,4488,10471,5692,5549
ENSG00000022976.15,287,162,339,211,281,130,376,381,314,209,220,224,805,289,303
ENSG00000023041.11,1999,1800,1669,2250,2031,1769,4461,3141,2261,2552,2119,1128,2941,2925,1370
ENSG00000023171.18,1533,2817,2574,2351,1726,1065,7597,2805,9515,1026,1426,862,1889,8408,1216
ENSG00000023191.17,9177,8884,9085,8628,7442,3512,10059,8357,11413,8635,6525,5498,9349,6427,9040
ENSG00000023228.14,3948,3223,4056,4265,2048,1970,7538,7195,6708,2206,1285,2348,9973,3944,1922
ENSG00000023287.13,2216,2334,4102,3198,1462,1275,4676,4359,4862,1740,1914,1457,5504,2886,1132
ENSG00000023318.8,3402,3359,4693,4125,3094,4138,6544,7336,5761,4237,2373,2102,6189,3713,3467
ENSG00000023330.15,3642,2884,3521,3366,2521,1444,5882,5109,5712,2529,3600,1650,5142,2166,1783
ENSG00000023445.16,5516,5534,7533,3998,6912,4137,10623,7451,21544,15816,2619,3751,44444,7432,4694
ENSG00000023516.9,3389,2163,2658,3636,1334,1259,5712,6437,6545,1634,2245,2202,8409,2222,1137
ENSG00000023572.10,659,855,677,814,597,910,1695,1021,973,800,948,377,1278,844,474
ENSG00000023608.5,310,254,403,213,274,436,605,414,246,387,361,162,692,317,271
ENSG00000023697.13,1719,1111,2286,1639,1472,2241,3101,2981,2042,1659,1351,859,2399,1222,1220
ENSG00000023734.11,4701,2754,7365,5272,2578,3190,9302,6451,6699,3086,2975,2132,7482,2686,3502
ENSG00000023839.12,29,37,26,74,39,16,3485,86,26,61,55,27,114,278,49
ENSG00000023892.11,964,1412,1726,995,1986,1068,1594,1856,652,1294,1655,942,3125,1149,2718
ENSG00000023902.14,1291,2090,2171,5945,3657,2349,2498,1976,2279,3626,944,1706,7584,964,5830
ENSG00000023909.10,1186,565,1019,708,790,481,6105,1132,1934,695,520,796,2652,1285,678
ENSG00000024048.11,2843,2292,3290,2786,2033,1482,5171,5875,6218,1736,2276,1824,5981,1799,1514
ENSG00000024422.12,4813,8910,4109,13677,8981,2901,11339,16373,11242,9629,7898,3654,3805,6711,6738
ENSG00000024526.17,147,125,480,125,70,122,263,650,150,276,159,76,736,472,115
ENSG00000024862.18,918,1166,1093,797,1305,1175,1753,1383,1462,610,1014,671,2492,1331,1303
ENSG00000025039.15,1000,710,813,1038,927,561,1061,643,1211,316,348,805,1579,375,987
ENSG00000025156.13,376,298,522,537,396,280,689,488,791,257,330,288,962,474,433
ENSG00000025293.17,1685,1691,1954,2640,1539,876,3555,3848,4201,1311,1438,1169,4106,2697,1826
ENSG00000025423.11,86,59,97,446,99,275,98,314,522,94,99,81,168,86,42
ENSG00000025434.19,2491,1388,2116,1266,2273,1542,1133,2314,1721,1288,1584,1004,5784,1893,1391
ENSG00000025708.14,4627,3242,16296,8647,9651,1437,3222,2013,3475,13696,2312,3052,13942,8259,5140
ENSG00000025770.19,2228,2130,2464,1869,2121,1322,2115,1415,1655,2394,1292,1026,2617,5260,2132
ENSG00000025772.8,1749,1812,1864,1576,1835,1139,4289,2958,1800,1849,3005,1236,2429,2957,1735
ENSG00000025796.14,4921,4469,5327,4558,2846,1949,8573,5643,10982,2740,3121,2425,8512,3727,3334
ENSG00000025800.14,2461,2659,3606,3515,2306,687,6496,8148,5086,2854,2202,1883,5882,4238,2162
ENSG00000026025.16,11596,24164,16443,29391,21131,22758,21250,26056,28002,22016,9820,14196,33523,8130,48955
ENSG00000026036.22,66,91,40,139,111,25,58,40,35,348,195,135,381,285,39
ENSG00000026103.22,641,2015,1372,1506,606,627,1416,1419,1026,1814,395,442,1985,407,1131
ENSG00000026297.16,1032,5231,1238,2166,6609,4454,3550,3304,1282,3967,5946,1125,4010,2885,2546
ENSG00000026508.20,21324,10430,24972,15770,16803,7239,30399,28214,15971,18665,17543,7872,24530,13036,12050
ENSG00000026559.14,104,44,240,50,152,28,164,32,131,71,15,46,55,26,253
ENSG00000026652.15,549,383,547,1388,691,331,1369,623,1028,979,462,416,736,377,784
ENSG00000026751.17,498,759,1239,508,836,601,928,378,380,184,132,498,9219,1467,1095
ENSG00000026950.17,1735,1124,3651,1596,1675,946,2630,3196,6302,3350,1835,1450,10368,3191,1774
ENSG00000027001.10,1071,587,1078,870,703,602,1048,1447,1007,683,482,676,1263,1110,614
ENSG00000027075.15,1187,1289,1589,1108,1279,491,2885,1207,1339,788,393,794,3231,769,2008
ENSG00000027644.5,37,4,22,8,21,4,7,1,28,13,1,124,424,26,74
ENSG00000027697.15,3732,6707,4576,4352,4813,4962,8634,6299,12690,4922,3017,3220,16131,6316,5834
ENSG00000027847.14,1837,1184,1456,1717,1913,1347,1884,1692,4303,1489,1541,900,1807,1536,1526
ENSG00000027869.12,233,221,436,360,453,95,514,237,314,364,457,163,921,299,475
ENSG00000028116.18,652,433,787,581,487,260,1000,794,862,752,327,307,3542,691,296
ENSG00000028137.19,2270,2200,4228,2873,5607,1229,3752,6654,3101,3192,1942,2351,14788,3039,4807
ENSG00000028203.18,2879,4894,4760,2788,2137,2652,8538,7214,6481,4996,4074,2213,6140,3055,2088
ENSG00000028277.21,182,383,472,223,486,112,963,205,313,182,311,405,1636,449,1933
ENSG00000028310.18,1033,1935,2252,1841,1657,645,1939,2525,2026,1794,1953,1282,3285,3186,1529
ENSG00000028528.15,6034,4620,6920,5323,4809,3132,6381,6020,8903,5097,3072,3284,9189,5394,4659
ENSG00000028839.10,402,596,509,428,471,564,866,532,763,282,402,303,1169,385,699
ENSG00000029153.14,2138,1179,4718,1739,1415,1147,3500,2902,1711,2985,1530,526,3275,1352,703
ENSG00000029363.17,3784,4254,5361,4178,2724,1619,8119,7881,11418,3114,3356,2569,9321,4160,3373
ENSG00000029364.12,4829,4909,4549,3455,2943,2076,8136,8191,8320,3142,3189,2400,9146,3620,2885
ENSG00000029534.21,154,208,616,198,338,263,353,444,88,933,225,102,501,88,249
ENSG00000029559.7,67,146,103,303,44,22,131,17,241,14,21,7,94,6,13
ENSG00000029639.11,327,280,647,315,350,365,439,409,611,389,252,186,1170,458,378
ENSG00000029725.17,1400,1283,1585,1785,1257,442,3327,1994,2509,820,999,1125,3690,850,1089
ENSG00000029993.15,1196,1666,3317,1167,987,907,2102,2107,1501,1896,1036,667,3153,1884,1169
ENSG00000030066.13,2285,1674,3667,1956,1237,1183,4330,3870,4327,1602,1666,1240,4197,2307,1055
ENSG00000030110.13,1305,1717,3349,2261,1389,1346,1919,2833,2136,1524,2158,1010,2677,1136,720
ENSG00000030304.14,20,53,36,72,29,11,75,49,55,5,4,21,136,12,73
ENSG00000030419.16,1418,411,1133,492,468,314,2356,920,321,363,629,473,1371,851,339
ENSG00000030582.18,22668,72341,21257,29997,28044,10604,25925,37629,36329,21150,16735,20134,54802,25587,24606
ENSG00000031003.10,1205,858,861,1792,998,546,2238,1831,2369,954,682,648,2313,904,706
ENSG00000031081.11,1346,1286,1133,2597,1476,432,3141,2355,4139,964,217,1254,4246,967,1411
ENSG00000031691.7,122,112,373,249,99,193,298,327,339,132,167,150,804,113,160
ENSG00000031698.13,5581,5205,8134,7051,6596,4415,10836,12330,12243,6393,5338,3715,8587,5473,6215
ENSG00000031823.14,3053,3407,2488,3843,2402,1310,3787,4238,4343,3629,2339,1864,3846,2209,2912
ENSG00000032219.19,1369,1116,1200,932,960,676,2121,2769,2347,1288,1400,716,4301,852,692
ENSG00000032389.13,1023,1593,1323,853,964,833,2071,2331,2364,1374,945,875,1993,1108,1133
ENSG00000032444.17,3180,3092,2714,4880,3684,1196,3660,3997,4663,3390,2407,2618,4983,2492,4181
ENSG00000032742.18,505,474,621,580,584,623,1023,853,857,335,692,552,1272,742,540
ENSG00000033011.13,1020,889,1030,943,734,322,1113,1420,2494,939,600,435,1248,1310,731
ENSG00000033030.15,900,1145,1562,923,983,796,2267,2403,1930,1682,1172,694,2358,901,829
ENSG00000033050.9,678,718,982,772,822,698,1245,802,984,1055,578,385,1004,916,795
ENSG00000033100.16,3389,3042,4466,4726,3533,1407,6106,4035,6078,3769,3908,2661,5121,3738,3511
ENSG00000033122.21,39,20,27,296,25,23,57,65,34,37,47,45,39,43,19
ENSG00000033170.17,1921,5133,4381,3073,1955,1757,2845,5154,2435,1105,2076,1220,5906,1028,1125
ENSG00000033178.13,2713,2248,3435,1755,1829,1663,5099,2949,3359,3082,3270,1385,3403,3109,894
ENSG00000033327.13,1354,2473,1374,2085,1422,428,5092,3388,4296,1201,1321,1154,3543,1832,1308
ENSG00000033627.17,3776,2662,2149,3704,4420,2159,8153,3776,7644,4241,3208,2694,6523,4780,3511
ENSG00000033800.14,2620,1437,2805,1417,1817,1075,3263,3527,4226,1488,1712,1403,4820,1815,963
ENSG00000033867.16,1921,602,1165,1313,891,416,2499,2169,872,1128,938,887,3748,722,768
ENSG00000034053.14,147,177,307,530,407,236,358,928,987,373,324,288,612,169,511
ENSG00000034152.19,3090,3622,5187,5820,2975,1329,15379,4178,9727,5171,2919,1702,4005,3143,3652
ENSG00000034239.11,10,13,242,12,12,9,27,21,13,5,26,30,20,11,26
ENSG00000034510.6,49888,112129,70174,61898,85441,142167,76691,81746,74294,101919,94060,30552,93210,41676,58520
ENSG00000034533.12,285,268,334,268,300,259,529,674,676,433,242,211,642,349,283
ENSG00000034677.13,3628,4881,3576,4129,2657,2389,5026,4546,5977,3099,1692,2114,8441,3893,2911
ENSG00000034693.15,360,200,580,403,283,385,861,369,505,177,235,237,927,335,361
ENSG00000034713.8,4171,3960,3143,3918,3496,5266,5356,5331,4920,3410,3535,2224,6600,4509,3837
ENSG00000034971.17,3,1,0,411,0,0,4,10,1,8,0,0,22,1,8
ENSG00000035115.22,6812,5483,2313,2111,3422,2759,8564,9540,8029,2221,5125,2129,4814,4845,1423
ENSG00000035141.8,1650,1524,2063,1222,1770,1419,2345,3082,1605,2518,1425,905,2527,2663,1263
ENSG00000035403.18,10454,14031,13825,24622,7048,5369,23027,22230,33010,14289,8653,6102,17547,7119,5752
ENSG00000035499.13,172,1286,418,287,164,262,1080,603,100,860,383,96,565,305,168
ENSG00000035664.11,281,550,282,239,1215,286,229,1014,564,318,327,409,1318,619,717
ENSG00000035681.9,1243,1108,2620,1446,1284,622,2304,1566,2132,1363,1004,957,3248,1599,1426
ENSG00000035687.10,2662,2861,3437,2733,1319,1572,4397,4123,2805,2318,2067,1230,4196,2696,1178
ENSG00000035720.8,10,152,88,83,122,15,194,26,26,36,3,44,307,77,883
ENSG00000035862.12,16812,28497,13204,51959,16003,9286,27890,37988,47235,18621,11052,15299,26356,19361,18602
ENSG00000035928.16,2728,1845,3271,2075,1642,815,4135,3964,4842,1628,1164,1215,4856,2287,1686
ENSG00000036054.13,1724,1644,1567,2038,924,1393,3702,2941,2773,1081,1597,1010,2981,2094,936
ENSG00000036257.13,2926,2571,2894,2439,1345,777,5641,5304,4491,1627,1816,1349,5989,2534,1613
