,TCGA-02-0055,TCGA-06-0129,TCGA-06-0130,TCGA-06-0190,TCGA-06-0190,TCGA-06-0210,TCGA-06-0210,TCGA-06-2558,TCGA-12-0619,TCGA-14-1402,TCGA-16-1045,TCGA-19-2625,TCGA-32-1982,TCGA-32-2638,TCGA-76-4927,TCGA-06-2565,TCGA-12-0821,TCGA-14-0871
ENSG00000008516.17,171,128,161,268,103,202,195,516,279,28,223,125,298,219,144,440,176,20
ENSG00000008517.18,1201,201,1181,1420,1883,921,1183,242,986,837,933,1278,414,1583,850,598,1007,47
ENSG00000008710.20,3206,7517,2769,5102,6199,5968,3482,4270,9620,1024,5720,8545,2105,9592,1736,10034,4268,780
ENSG00000008735.14,711,2964,419,1300,290,854,1514,2492,1433,688,1002,932,780,2346,892,2018,1571,68
ENSG00000008838.20,2689,10117,1789,3090,2111,4218,5960,4551,4051,1515,5678,7207,1150,6552,3111,5702,5701,774
ENSG00000008853.17,812,1821,1236,1244,891,845,2094,1551,1181,395,841,1402,270,1341,1049,1124,940,292
ENSG00000008869.12,981,3170,1313,1123,827,1797,1942,1582,1937,573,1528,1276,457,1867,888,2314,1745,306
ENSG00000008952.17,7393,6857,5004,5446,7177,8570,8489,8331,6988,7032,6268,4968,1967,9365,4552,8774,9527,796
ENSG00000008988.11,50288,24604,26463,22342,28873,29674,20895,21292,20403,24143,16278,30197,8665,22435,16327,15504,29828,8541
ENSG00000009307.16,29669,25334,24023,18333,31187,23933,23525,24522,31656,9908,17601,24985,4948,23357,12311,21869,20400,6206
ENSG00000009335.18,5142,4006,6454,4332,5609,5187,4623,4438,6799,1576,3285,2768,1165,4807,3044,5443,4507,862
ENSG00000009413.16,701,5216,818,1145,1762,2282,1925,1858,1422,1024,1214,1165,431,2573,1150,7886,2488,185
ENSG00000009694.13,256,596,1509,1226,693,1137,350,853,1840,876,1797,429,423,866,352,8470,1305,47
ENSG00000009709.12,4,3,1,3,1,1,3,12,3,17,2,0,3,5,2,346,9,2
ENSG00000009724.17,40,472,180,93,92,184,118,121,241,66,119,87,51,175,51,666,76,41
ENSG00000009765.15,0,0,2,1,1,3,1,2,10,0,1,4,2,0,1,2,54,0
ENSG00000009780.16,868,810,1287,654,717,877,816,800,1252,1101,781,1240,261,1288,522,1046,1031,70
ENSG00000009790.15,89,258,686,222,155,217,358,172,158,110,219,42,85,201,98,133,50,52
ENSG00000009830.12,773,4287,1190,1759,1224,2963,3270,2006,4045,1185,1272,2836,703,3477,2181,3993,2149,232
ENSG00000009844.16,2450,3744,1932,2494,1748,3651,2716,3722,3412,2982,1423,2810,686,3281,1796,3192,4286,354
ENSG00000009950.16,163,1365,371,347,19,646,721,315,530,101,298,341,277,531,248,121,98,7
ENSG00000009954.11,4237,7394,8507,5612,6726,6638,8080,5808,10219,1903,5107,5513,1368,6531,5710,6237,9030,1769
ENSG00000010017.13,2789,2782,1864,3278,4063,3795,2817,2277,4784,1447,1568,2205,609,3723,2005,3156,3300,350
ENSG00000010030.14,95,280,298,200,92,65,124,34,161,116,105,227,30,684,66,133,75,5
ENSG00000010072.16,463,848,589,598,478,593,587,797,834,512,435,665,151,823,479,758,1009,120
ENSG00000010165.20,1589,2618,2241,1837,1583,1949,2745,2042,3272,888,1673,2817,559,2521,1367,1861,2110,490
ENSG00000010219.13,689,1576,949,651,706,931,740,975,560,1167,771,1098,356,1069,761,1060,1213,146
ENSG00000010244.19,5084,11499,5938,5580,5431,6496,5598,6730,5527,6847,3900,6409,2013,7516,4316,10373,7988,1210
ENSG00000010256.11,7681,7837,5432,7796,6671,8386,8305,7751,7923,6316,5338,5762,2597,9500,5992,8613,10077,1206
ENSG00000010270.14,4331,2828,5504,4261,2742,7936,4547,7622,3782,5953,2082,3014,1349,4415,4164,3636,6792,351
ENSG00000010278.15,7254,7114,4330,10624,10857,16763,10224,11412,9966,21985,9831,12514,7905,15482,10313,11678,25361,336
ENSG00000010282.15,83,332,169,222,14,337,1067,402,55,391,243,53,99,126,502,135,301,5
ENSG00000010292.13,2278,5386,3893,2536,3805,2653,4150,4383,4911,1496,2635,3966,648,3576,2634,2952,4918,911
ENSG00000010295.20,1302,3647,4123,2473,2316,2388,2661,1656,2781,870,2144,4140,1003,4326,1337,4493,1880,326
ENSG00000010310.9,43,472,40,36,14,30,18,63,37,11,48,23,12,28,15,54,20,14
ENSG00000010318.21,173,457,217,156,151,231,133,241,357,113,221,95,64,157,124,291,138,26
ENSG00000010319.7,60,314,150,227,210,105,307,413,137,65,199,27,99,432,239,461,141,13
ENSG00000010322.16,4774,11165,5235,5843,7237,6718,7774,4985,9409,1175,5390,4556,1989,9408,3491,8210,6140,1696
ENSG00000010327.10,10177,8751,14458,11396,35064,12423,15419,4857,29438,1867,18989,11396,3082,18336,3686,10512,2832,270
ENSG00000010361.14,560,2009,551,760,386,860,1002,966,1144,953,974,1991,426,1908,723,1257,1458,73
ENSG00000010379.16,31,54,11,19,3,30,54,102,76,85,65,40,26,60,14,46,66,0
ENSG00000010404.18,898,495,873,775,464,2008,763,644,1054,483,611,330,277,1048,241,1122,672,46
ENSG00000010438.17,77,19,4,14,6,13,26,161,14,117,37,11,48,43,39,32,84,6
ENSG00000010539.12,417,844,622,554,396,650,420,743,736,562,443,530,215,806,372,736,816,88
ENSG00000010610.10,5062,7404,11605,5651,8418,5011,10267,3170,8401,1168,8280,2210,1713,8545,4073,4130,1941,178
ENSG00000010626.15,485,766,558,530,386,870,722,819,764,773,1137,1782,278,1014,813,669,823,62
ENSG00000010671.16,745,1617,1897,775,712,709,1300,645,883,348,1213,200,300,745,493,454,321,17
ENSG00000010704.18,689,232,835,546,813,1009,781,406,920,840,1214,315,259,743,436,599,822,51
ENSG00000010803.16,1740,2002,1714,1697,2294,2033,1782,1161,3445,913,912,3184,481,2004,935,1707,1798,447
ENSG00000010810.17,7947,39485,6268,10386,7172,19346,15843,22419,12602,8031,6633,16068,3017,20061,12065,18259,18923,674
ENSG00000010818.10,1929,1797,1092,1500,2016,2142,1794,1187,1734,505,874,1230,316,2581,944,2037,1672,233
ENSG00000010932.17,329,16,357,93,148,7,13,29,15,12,24,28,9,19,12,35,101,15
ENSG00000011007.12,2959,3341,3147,2171,2920,3188,2855,2376,4349,1420,1980,2906,649,2745,1659,2777,3541,531
ENSG00000011009.11,2707,2164,3094,2068,2350,1781,2070,1828,3415,928,1428,2319,524,2242,1581,1577,1857,787
ENSG00000011021.23,1111,5693,1741,1363,1309,2747,3800,2774,4161,662,2057,1997,523,2020,1250,3218,2113,375
ENSG00000011028.14,17928,3251,13200,27481,47875,13628,9549,2960,16520,2393,12061,14539,2113,24850,12443,10671,7213,1860
ENSG00000011052.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011083.9,44,10,40,17,17,2,4,160,8,46,6,3,24,42,8,7,69,2
ENSG00000011105.14,5250,707,10063,4105,10458,3425,2046,1667,2064,526,1596,1079,827,2737,1274,1833,1688,435
ENSG00000011114.15,914,2247,1447,1410,1705,2021,1820,1498,2233,783,1077,1226,407,2179,1008,2514,1041,440
ENSG00000011132.12,909,1219,759,1213,1090,914,768,778,1085,861,605,1013,406,1448,581,1374,818,121
ENSG00000011143.19,409,2110,541,736,333,967,831,933,1317,854,691,1228,243,1265,594,1483,1357,184
ENSG00000011198.10,2142,1332,1294,1958,1326,2078,1477,2227,3258,1711,1727,1327,531,2022,1161,1883,2450,169
ENSG00000011201.12,1478,9480,2950,1504,2235,1563,7688,6818,2491,2540,1922,2062,770,7235,1785,6515,2632,244
ENSG00000011243.18,1031,2901,1139,1811,1347,1643,1328,1488,1904,720,967,2046,694,2688,1203,3831,1943,810
ENSG00000011258.16,324,3923,732,597,466,938,926,1452,1178,616,716,622,243,1106,561,1979,1514,242
ENSG00000011260.14,2095,2319,1879,1360,1159,2115,1842,2075,2541,2358,1590,1310,547,2113,1351,2488,2249,330
ENSG00000011275.19,3092,4813,4489,4062,4597,5431,6193,4247,6788,1515,4171,3915,1141,6208,4234,4119,5155,801
ENSG00000011295.16,2112,2980,1856,2009,1393,3437,3035,2788,1649,3170,2087,2925,1056,3093,2159,4196,2496,398
ENSG00000011304.22,7651,16387,9053,13229,13042,9048,10041,7208,14463,4659,6226,11491,3050,14870,8825,14374,12822,1949
ENSG00000011332.19,182,2779,148,764,303,466,595,1853,1210,413,321,643,263,939,1018,923,651,68
ENSG00000011347.10,945,2295,449,260,1053,250,248,3742,1010,535,161,316,236,890,753,756,522,41
ENSG00000011376.12,890,1881,1202,1840,1143,1514,2172,1844,1819,869,1601,915,396,3054,1533,2067,2297,310
ENSG00000011405.13,1538,4258,2029,2355,1981,3670,2506,2119,2688,3209,2402,2394,800,4384,2265,4407,3679,322
ENSG00000011422.12,9190,790,5087,5234,7793,3231,2918,1142,2849,896,1351,1232,270,2283,1039,810,1087,168
ENSG00000011426.11,2129,3058,4045,2843,3138,1616,4562,2876,2727,1266,1742,902,935,1072,3367,883,2140,585
ENSG00000011451.21,2181,5082,3032,4104,3918,3333,3618,3530,3793,1285,2259,3468,1091,6006,3101,5925,4107,827
ENSG00000011454.18,2025,6215,2453,2494,1873,2167,2962,4294,3821,2389,2196,3922,965,5085,3232,5679,2657,400
ENSG00000011465.18,74858,1403,39487,13472,17802,2243,3956,8281,8937,16948,8568,1692,6051,8215,6465,6206,3059,540
ENSG00000011478.13,1818,498,559,941,1191,1262,440,675,1051,915,439,1032,314,972,325,693,519,112
ENSG00000011485.15,2539,5506,2382,4637,3213,2981,3001,3589,3673,3138,2546,5578,1502,5719,2490,5987,4654,554
ENSG00000011523.14,911,3449,787,1198,1263,1574,2426,2070,2052,865,1118,1054,518,2626,1110,3188,2182,256
ENSG00000011566.15,1574,3142,1390,1603,993,2113,1453,2122,1368,2044,1396,955,584,3210,963,3284,2794,312
ENSG00000011590.14,10,58,27,25,8,11,6,15,18,3,4,38,2,20,5,36,1,3
ENSG00000011600.12,10725,5414,16408,6688,7216,6435,7902,3475,5951,4434,5522,3696,2481,7686,3565,3119,2175,150
ENSG00000011638.11,842,594,1145,1067,923,926,413,715,797,660,657,889,216,768,321,594,415,81
ENSG00000011677.13,61,1679,87,89,4,59,180,1275,54,94,176,92,52,66,145,205,416,9
ENSG00000012048.23,271,2243,869,625,473,515,880,848,1158,346,1092,1162,169,763,618,886,1436,129
ENSG00000012061.16,2716,3951,2628,3826,2867,3053,2824,2496,2890,2529,2044,4286,1350,5099,1970,5370,3684,406
ENSG00000012124.17,19,211,463,103,78,125,242,234,45,41,165,20,41,103,141,32,32,5
ENSG00000012171.20,1597,1824,1078,2576,1256,2660,4716,896,2719,626,2597,1895,389,1893,2525,1134,2746,383
ENSG00000012174.12,2003,1784,2124,1487,1851,1581,1433,1595,1937,1040,1176,1079,382,1727,906,1820,1586,381
ENSG00000012211.13,469,97,463,338,482,359,333,179,703,161,320,358,101,353,138,260,229,72
ENSG00000012223.13,1005,328,650,48925,3851,18351,98759,5753,138734,7398,84589,137243,6170,2412,1556,6786,41802,501
ENSG00000012232.9,5434,4711,4141,9796,9786,5232,6583,4653,9219,3747,4627,4755,3530,14991,6229,12097,7635,747
ENSG00000012504.15,53,4,10,2,3,11,5,19,8,2,8,70,1,0,0,39,90,0
ENSG00000012660.14,11801,4979,7427,10807,9751,8337,7599,9003,12498,6033,3781,5728,1952,7640,5625,4983,5092,1018
ENSG00000012779.11,2922,1909,3437,2202,2999,2624,3127,939,3078,531,2572,1008,504,1415,762,920,359,36
ENSG00000012817.16,14,5445,2596,1519,1529,14,23,20,2365,17,17,12,26,2552,730,4526,1761,17
ENSG00000012822.16,2862,10022,3283,3124,2755,4220,3448,4840,4499,2527,5507,4682,1682,7017,2079,8313,4948,352
ENSG00000012963.15,2027,3459,2407,3370,2507,4368,3295,3576,5251,2997,1698,4973,938,4338,2768,4673,2710,329
ENSG00000012983.11,1360,4197,1783,1844,2265,1716,1550,2524,2436,695,1278,840,448,2138,1091,2903,979,457
ENSG00000013016.16,1502,1376,2057,868,865,841,1884,1697,758,462,1128,716,419,2026,984,1538,1472,221
ENSG00000013275.8,4917,5347,4853,6347,5211,5019,5788,5155,4911,4880,3643,5678,1914,7100,4706,7041,7099,1026
ENSG00000013288.9,2886,4228,2631,3640,2992,3815,4610,2255,4332,1055,3014,2775,1230,5124,2671,3462,3479,204
ENSG00000013293.6,180,668,234,467,25,347,642,902,102,136,606,118,85,116,316,41,168,34
ENSG00000013297.12,830,1427,1980,2292,285,1899,3997,6401,631,1898,2553,1561,646,668,4407,243,1199,126
ENSG00000013306.16,4409,4596,6015,4107,4571,5299,5574,5210,4104,4324,3927,6558,1845,5752,3810,3748,4472,798
ENSG00000013364.19,8197,2497,8504,9585,12728,5362,7003,1915,8727,1372,3475,6175,1124,9438,3579,2221,2151,167
ENSG00000013374.16,2809,3404,4289,2804,2992,3235,3863,2917,3330,1733,2320,2524,922,4152,2515,2986,4328,646
ENSG00000013375.16,2502,3567,1651,2462,3545,2827,1709,2243,3196,1914,813,2195,552,2706,1610,3043,2807,613
ENSG00000013392.8,608,1375,357,741,605,998,508,976,762,1734,415,567,242,898,517,1088,957,75
ENSG00000013441.16,4144,8483,3287,3158,3030,4096,2259,3382,5081,3666,2533,3452,1358,4709,738,5833,3124,571
ENSG00000013503.10,270,1968,549,351,374,510,741,873,495,371,503,550,142,764,394,863,1022,144
ENSG00000013523.11,717,4937,1198,1429,1387,1648,1689,1892,2375,1250,1127,833,874,2473,832,3259,756,304
ENSG00000013561.18,3305,2754,3215,3175,2242,3993,2882,3713,2998,6081,3015,3372,1258,3976,1948,4484,4180,162
ENSG00000013563.14,458,537,617,443,573,276,414,202,762,206,430,575,138,306,225,336,334,52
ENSG00000013573.17,279,4089,1020,1124,1107,947,763,1199,1143,376,249,2124,248,924,650,1172,876,286
ENSG00000013583.10,1494,639,1841,1728,1762,1179,1208,1145,1509,992,1112,1965,481,1542,1086,734,1798,242
ENSG00000013588.9,809,36,378,1159,793,2452,437,293,540,135,414,1175,39,221,187,180,160,14
ENSG00000013619.14,588,2456,649,668,1491,1892,2400,1654,1947,355,608,1381,187,2056,759,3588,1507,42
ENSG00000013725.14,64,112,521,172,214,73,210,41,67,37,126,26,69,84,70,97,32,30
ENSG00000013810.20,1643,5135,3236,2045,2586,1007,2296,2303,3367,759,825,2479,845,1897,1691,2004,3309,675
ENSG00000014123.10,1624,2679,1325,1470,1582,2097,1360,1768,1175,1719,960,1476,409,1858,948,2394,1920,229
ENSG00000014138.9,181,546,574,169,166,153,258,225,364,135,110,452,94,230,183,134,399,71
ENSG00000014164.7,1462,1982,895,1019,1209,1292,1719,980,1725,380,842,1813,310,1431,804,1189,895,494
ENSG00000014216.16,4971,6964,5492,4624,5568,6893,8638,3924,7912,3832,5813,8834,1763,9510,4951,4444,7365,815
ENSG00000014257.16,212,137,130,135,125,184,226,85,143,37,129,37,13,100,35,25,15,16
ENSG00000014641.21,6103,5776,6692,5335,5050,6010,5399,6634,6171,9923,5484,6676,2536,5920,3643,5079,7823,1197
ENSG00000014824.14,3869,4743,4271,3454,2219,4548,3165,4533,2753,3814,4283,3202,1181,4379,2169,5744,5340,390
ENSG00000014914.21,729,654,1065,1877,1794,2480,1101,650,1659,1047,1393,2375,446,2334,714,2307,1485,228
ENSG00000014919.13,988,1612,1326,759,739,1047,1345,1112,1066,926,1159,1153,325,1091,583,961,1284,269
ENSG00000015133.19,104,1043,343,545,426,306,578,517,711,111,261,418,113,609,349,1115,183,224
ENSG00000015153.15,897,1173,1053,955,701,1844,898,1899,998,2862,1541,1720,708,1646,601,1572,3435,139
ENSG00000015171.20,2501,6048,2149,2374,2834,2929,3813,3693,2887,1584,2403,1972,861,4113,2257,4863,4072,249
ENSG00000015285.11,1503,1818,2509,1209,1567,1279,2168,666,1947,272,1230,788,407,1537,796,439,365,37
ENSG00000015413.9,40,44,79,88,28,23,236,1602,760,20,599,70,819,202,224,361,486,7
ENSG00000015475.19,1549,2209,2333,2117,2157,1882,2411,1708,1284,2168,1445,1408,635,2303,2105,1685,1746,240
ENSG00000015479.20,48,325,78,35,54,178,70,125,146,80,40,98,34,137,25,331,50,37
ENSG00000015520.15,12,35,17,27,9,36,7,21,48,12,7,100,2,13,8,2,15,5
ENSG00000015532.10,1364,1433,1408,1031,1289,1631,1755,914,2192,760,1763,1657,339,2123,886,1444,1552,273
ENSG00000015568.13,8,13,10,7,5,5,10,6,10,2,6,9,2,4,4,13,10,5
ENSG00000015592.16,720,4261,141,749,42,595,2372,5467,1044,721,393,396,204,503,1520,591,3504,31
ENSG00000015676.18,5128,6539,7188,7259,4521,6296,6904,8326,9407,7498,6362,7310,2924,9579,6601,6982,8917,1002
ENSG00000016082.15,1,0,0,0,0,8,5,1,0,0,0,0,0,0,0,0,5,163
ENSG00000016391.11,165,803,423,1299,320,1428,2125,1189,990,375,2356,978,499,1508,1127,1836,865,52
ENSG00000016402.13,63,9,45,136,10,172,94,43,65,559,70,195,22,72,45,472,453,4
ENSG00000016490.16,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000016602.9,11,90,15,16,1,33,108,60,4,54,23,4,11,6,54,2,18,1
ENSG00000016864.18,4146,3186,4778,3863,3497,4934,3209,3233,3837,2467,2715,2150,1130,4383,2734,4674,4938,600
ENSG00000017260.20,4952,6969,9135,6037,7457,7754,5901,6122,6871,3256,5119,4165,1488,7961,3074,6455,5062,698
ENSG00000017427.17,100,54,58,24,174,46,68,23,42,37,49,9,11,35,19,55,8,4
ENSG00000017483.15,1414,3029,5078,3238,5456,907,1909,6190,3616,698,2787,898,2348,2813,1369,6741,1857,82
ENSG00000017797.13,3091,2936,3145,3365,4104,3798,4799,3201,7958,1682,5811,5823,901,6117,2501,3378,3202,483
ENSG00000018189.13,2322,10241,3162,3058,1483,7120,7367,9325,3358,4758,4776,6666,1377,7497,3923,10053,10258,871
ENSG00000018236.15,2402,20535,4256,2001,585,907,5182,11117,972,1226,5160,2079,1279,2351,1300,1967,4662,159
ENSG00000018280.17,8354,4632,4767,6314,6005,8557,5015,1453,10391,891,5186,4694,1660,5204,1414,780,1058,69
ENSG00000018408.15,9233,3469,15164,9979,12961,28352,13674,4270,14238,7475,3799,6958,2303,20888,4531,18841,5970,389
ENSG00000018510.17,2830,3168,3511,2213,2481,2465,2953,3025,2616,1388,1864,1498,513,2517,1522,2815,1925,572
ENSG00000018607.7,8,12,20,6,10,25,10,6,25,19,14,8,3,8,10,11,7,1
ENSG00000018610.15,1421,1243,1446,1044,1066,1148,605,1217,1785,1322,1080,1125,494,1441,651,1022,1402,304
ENSG00000018625.15,1180,9308,798,2957,576,29457,52056,27729,4718,17053,58102,10091,3489,19275,4169,59931,88154,520
ENSG00000018699.13,946,1061,967,765,615,789,728,834,791,603,723,676,235,955,529,918,1118,290
ENSG00000018869.17,139,257,141,196,45,212,137,237,174,347,121,153,100,361,102,465,283,32
ENSG00000019102.12,37,20,40,131,33,19,15,52,35,10,26,13,35,36,12,82,25,4
ENSG00000019144.19,2932,8191,3767,4768,3841,4548,7216,5283,3362,1950,3307,4477,1551,8689,4289,10656,2527,637
ENSG00000019169.10,381,16,399,401,346,341,370,37,956,85,3514,1606,11,95,80,12,64,3
ENSG00000019186.10,40,9,89,32,60,4,5,42,225,42,13,11,0,4,4,15,3,1094
ENSG00000019485.13,291,1800,437,461,402,704,648,466,546,250,402,417,166,650,309,1003,631,131
ENSG00000019505.8,389,183,138,84,51,27,29,749,133,321,32,10,139,199,56,28,366,55
ENSG00000019549.13,6830,399,4337,1725,4155,565,549,579,472,264,493,217,284,732,377,630,752,836
ENSG00000019582.15,184693,137280,379608,150605,190563,78143,175589,69630,175544,31038,124621,45558,38848,311719,58166,79730,31079,2243
ENSG00000019991.18,1477,461,2090,680,1139,432,1401,214,1027,509,394,1017,137,283,153,229,83,2118
ENSG00000019995.6,458,1077,466,383,541,486,598,588,539,150,441,383,122,497,301,570,523,102
ENSG00000020129.16,3855,2748,3303,3276,1998,2797,3962,4978,5644,1767,3173,7777,1556,4544,2206,2650,3849,372
ENSG00000020181.18,1974,575,2878,2024,6990,301,1628,1438,1031,103,1305,262,569,2257,1261,1526,1027,695
ENSG00000020219.9,2,19,6,2,2,0,1,1,4,0,1,2,0,2,1,9,0,0
ENSG00000020256.20,613,1318,1102,917,1132,865,1082,864,1129,609,481,888,213,1831,612,1178,1065,427
ENSG00000020426.11,467,612,371,429,430,478,377,650,460,516,260,218,165,557,284,541,370,112
ENSG00000020577.14,2635,3300,1639,2540,3086,5533,4466,3400,2576,2093,1884,2644,756,7638,2307,5971,1342,117
ENSG00000020633.19,389,638,1101,458,719,338,435,348,558,71,351,107,150,564,119,679,174,161
ENSG00000020922.13,822,2731,842,632,596,759,840,1138,976,788,514,972,293,1015,605,1733,1127,319
ENSG00000021300.14,2730,8420,1916,8115,1011,7019,17674,13625,4765,8680,11480,15300,2419,9063,13719,9550,11644,294
ENSG00000021355.13,3240,1915,2542,2927,3173,1961,2243,1298,3476,1888,3680,2317,757,1821,1677,1389,1466,85
ENSG00000021461.17,1,15,2,2,2,12,4,4,6,40,0,4,2,11,4,30,7,2
ENSG00000021488.13,13,56,27,28,11,21,26,27,37,16,22,41,12,55,27,37,24,9
ENSG00000021574.13,1124,3185,1094,983,777,1771,1834,2576,1400,1423,1034,896,434,2059,1036,2304,2758,317
ENSG00000021645.20,820,261,123,274,509,501,331,830,188,156,111,112,63,232,84,75,253,25
ENSG00000021762.20,3523,1199,2524,1848,3295,1808,1486,887,1595,531,1072,1257,363,2349,939,1784,1668,130
ENSG00000021776.11,1881,3322,2510,1174,1535,2397,2431,1579,1891,1235,1473,2190,537,2918,1583,3247,1672,707
ENSG00000021826.17,233,900,25,155,224,592,300,332,172,201,682,773,131,569,265,1528,189,272
ENSG00000021852.13,0,0,1,0,1,1,0,0,2,0,0,3,0,0,1,3,0,0
ENSG00000022267.19,4757,25157,4189,8331,9619,9579,16142,20072,28404,12811,8958,28066,2559,26904,12093,10606,34102,514
ENSG00000022277.13,4281,4457,3995,4104,3189,4533,5255,4786,4871,5104,3655,5603,1294,7038,3265,6408,6290,963
ENSG00000022355.18,348,41,8,6,8,14,10,806,11,987,20,4,167,248,34,41,211,11
ENSG00000022556.16,139,46,27,23,50,27,63,101,3,21,95,71,16,40,9,5,25,16
ENSG00000022567.10,587,906,603,589,969,559,766,495,908,186,623,183,183,793,401,661,407,174
ENSG00000022840.16,5788,8191,7696,6510,7026,9677,8539,6620,7108,3340,6599,9276,2006,9543,4709,7498,9759,1090
ENSG00000022976.15,161,458,254,312,204,306,288,299,454,172,184,360,88,338,189,339,147,68
ENSG00000023041.11,2036,1791,2043,1446,1564,1520,1256,1425,1586,1392,1176,1244,481,1579,805,1591,1303,192
ENSG00000023171.18,540,2333,640,778,1094,750,928,1049,1023,438,1096,1736,388,1444,268,640,811,113
ENSG00000023191.17,8150,3925,9042,7435,10610,7560,7706,4310,8201,3412,5747,10011,2016,8715,5542,6955,5523,687
ENSG00000023228.14,3429,6332,3798,3560,2966,4182,4710,5456,4713,4148,4859,3617,1336,5306,2728,5626,5433,600
ENSG00000023287.13,3145,4216,1761,1926,2294,2348,2212,2317,2696,1818,2144,1791,518,2847,1477,3530,3565,365
ENSG00000023318.8,4139,2914,4000,3193,3383,2173,2248,2718,4047,2558,1836,1531,1032,3055,1805,2766,2291,601
ENSG00000023330.15,2001,2967,2549,2015,2206,2597,3708,2731,3292,1192,2237,1688,686,2770,1383,2804,2606,419
ENSG00000023445.16,3155,178,833,724,735,2122,1118,221,474,384,635,414,69,466,144,225,422,27
ENSG00000023516.9,2041,5989,2152,1469,1596,3818,3284,4124,3436,2625,2033,1388,885,4573,1781,6014,3355,363
ENSG00000023572.10,1086,1078,1195,718,697,1140,951,1059,1219,1048,933,1593,291,989,599,1037,1246,200
ENSG00000023608.5,631,310,330,445,528,436,244,394,450,727,234,255,161,592,233,610,930,63
ENSG00000023697.13,1736,1358,2061,1613,1536,1814,1364,2401,1409,2441,1326,1796,606,1713,1248,1901,3067,159
ENSG00000023734.11,7675,3946,7850,5807,6173,7232,5186,9707,5057,7282,5161,5346,2294,7288,4550,6961,9815,1454
ENSG00000023839.12,89,118,34,26,52,44,28,44,45,21,51,42,10,28,4,45,19,7
ENSG00000023892.11,581,1252,1654,816,770,688,1304,458,1030,155,811,530,315,884,531,365,247,151
ENSG00000023902.14,4839,4518,6422,3617,5481,3695,4335,3135,3307,2945,3274,9293,1109,4328,2657,2286,3386,1083
ENSG00000023909.10,6942,743,4818,1585,1995,1429,1437,1181,2777,803,667,1631,296,1570,784,667,1597,147
ENSG00000024048.11,1667,3025,1533,1639,1885,2032,1657,1993,3020,1379,2063,1476,538,2402,877,3430,1776,349
ENSG00000024422.12,5232,1096,7626,6851,11195,6480,8411,3906,7015,1592,4130,9101,2126,12134,4241,3625,2421,744
ENSG00000024526.17,678,1027,1035,491,771,172,331,619,845,423,97,444,100,326,255,264,525,382
ENSG00000024862.18,1282,810,877,796,722,720,729,600,1043,1150,874,888,302,821,413,755,718,104
ENSG00000025039.15,1794,2935,1185,2108,1205,4288,4222,3194,1883,1570,2453,3739,337,2228,2105,1550,3160,257
ENSG00000025156.13,801,1617,463,724,564,1108,768,1362,1441,1301,313,1272,251,1052,631,1104,1870,249
ENSG00000025293.17,2586,3659,2420,1927,2147,2503,3070,2439,3519,1406,2218,2267,495,3508,1363,3269,2664,504
ENSG00000025423.11,375,98,223,400,63,508,161,453,122,185,354,264,24,213,135,197,96,19
ENSG00000025434.19,851,1048,2386,1042,1195,1093,803,713,1270,1116,1128,951,384,950,504,920,943,73
ENSG00000025708.14,5983,3086,4778,2263,3657,1759,2201,652,3686,739,1650,1151,402,3288,1360,1196,620,83
ENSG00000025770.19,3079,4080,2849,2853,2768,3112,2522,1999,3243,1501,1336,2236,914,3817,1337,3263,2260,462
ENSG00000025772.8,3055,1655,3871,1916,1820,1808,1718,1711,2532,1783,1791,2495,405,2251,1225,2183,2549,459
ENSG00000025796.14,4556,6187,3730,3982,4338,5025,4213,4807,6616,2369,2661,4158,1186,5603,3039,6106,6410,1025
ENSG00000025800.14,3371,4127,4098,3150,3922,3472,3805,4441,5477,1684,3477,4407,773,3974,2289,3952,3708,646
ENSG00000026025.16,106426,31522,96997,91604,124269,127050,82149,29706,74841,45687,53304,169825,23365,128932,56000,73851,82027,4289
ENSG00000026036.22,49,352,95,66,47,85,52,51,153,22,58,144,41,122,28,356,45,38
ENSG00000026103.22,2295,290,2852,1352,1936,965,822,500,503,2099,896,1385,264,1912,393,1053,851,28
ENSG00000026297.16,2028,4134,3427,2559,1968,3737,4552,1540,2793,646,1995,2487,771,2811,1742,1100,1387,98
ENSG00000026508.20,33394,5045,39384,43881,46361,62795,52592,7974,30282,23817,26202,59427,5315,41378,21439,12898,19564,1510
ENSG00000026559.14,683,28,526,211,948,194,64,141,1552,83,61,113,57,416,22,228,491,92
ENSG00000026652.15,1869,6418,1069,1526,2360,1423,1957,2378,2560,308,1069,1898,452,2064,1289,3726,1675,354
ENSG00000026751.17,63,314,1260,87,126,63,137,94,64,133,100,19,38,89,34,314,32,4
ENSG00000026950.17,2592,6039,3935,1539,1285,2139,2011,2288,2383,2444,3101,868,975,7087,784,3120,1828,366
ENSG00000027001.10,671,610,627,870,640,905,881,384,759,851,640,448,246,1158,814,1067,1146,100
ENSG00000027075.15,423,749,925,617,652,298,840,642,754,134,682,120,327,844,424,735,436,38
ENSG00000027644.5,855,70,545,126,210,102,37,32,252,33,122,697,3,86,24,9,24,4
ENSG00000027697.15,8977,11501,10011,6103,4606,7141,5625,6023,5677,8303,6163,1987,2939,6283,3661,5469,5678,334
