,C3L-00625-03,C3L-01053-01,C3L-01971-02,C3L-03743-01,C3N-00303-01,C3N-00516-02,C3N-01385-02,C3N-02579-02,C3N-02590-01,C3N-02696-02-2,C3N-03061-01,C3N-03853-02,C3L-02606-02,C3L-03639-03,C3N-02696-02,C3N-03000-02,C3N-04284-01
ENSG00000138161.14,11,3209,785,12,9,14,4229,188,4,4532,563,94,2,13,2698,12,1844
ENSG00000138162.19,2186,1176,1375,1224,805,1187,1238,1692,1355,1878,791,988,1058,1151,1598,1153,2411
ENSG00000138166.6,1684,1269,2020,1794,1075,1631,1625,7532,537,893,1567,969,3626,4847,1235,1947,415
ENSG00000138172.11,444,577,470,417,679,945,552,616,255,614,415,396,399,312,771,501,230
ENSG00000138175.9,601,605,576,700,392,782,663,796,248,815,732,401,541,635,878,783,336
ENSG00000138180.16,328,207,340,842,260,776,584,1068,113,132,1093,478,450,1586,459,534,232
ENSG00000138182.15,817,407,510,1113,1173,1355,786,1615,174,647,1194,600,555,2277,1108,1359,481
ENSG00000138185.20,3076,2568,2488,4421,4878,3784,3461,3640,1081,3769,3971,1526,2730,1257,4198,3530,975
ENSG00000138190.17,1051,1125,1254,1042,1251,972,1581,1944,212,1518,1313,809,546,921,1928,1134,1270
ENSG00000138193.16,3468,2501,2127,2533,1405,1830,2222,2555,629,2583,1426,1683,1006,1660,2880,1529,2589
ENSG00000138207.14,152,485,1269,688,201,65,418,194,29,445,93,128,91,62,709,36,830
ENSG00000138231.13,691,704,887,900,696,854,1030,1439,230,856,807,629,486,610,1018,864,479
ENSG00000138246.17,6306,5017,5978,9363,7201,7863,7528,11976,2194,7428,7217,5716,5108,7081,8967,8637,4139
ENSG00000138271.6,8,4,5,42,28,32,4,23,0,9,18,10,33,26,13,15,8
ENSG00000138279.16,2312,3544,3120,4825,2467,3702,4031,5681,832,2996,3549,2450,3346,4708,3761,3351,1775
ENSG00000138286.15,1145,1051,894,1458,1179,1435,1119,1723,362,1390,1263,716,933,1246,1492,1356,858
ENSG00000138303.18,869,1503,1151,1494,1397,1042,1170,1375,293,1634,1172,849,953,1256,1655,1313,665
ENSG00000138308.6,5,3,3,11,6,0,1,4,3,3,0,2,2,3,3,8,1
ENSG00000138311.18,221,172,236,356,186,837,218,854,47,217,554,305,247,122,265,459,25
ENSG00000138315.13,7,9,45,15,28,17,11,25,21,32,13,20,6,7,41,22,4
ENSG00000138316.11,883,758,433,678,1141,1397,473,1104,1167,680,947,503,1479,427,913,829,102
ENSG00000138326.21,20334,18861,19401,26910,16716,22132,20349,33179,5093,24638,17334,10273,14313,20684,24581,37120,24887
ENSG00000138336.9,733,650,486,691,808,949,666,1062,382,1270,862,486,596,338,1239,1280,420
ENSG00000138346.15,295,306,243,435,398,385,375,662,108,389,532,313,261,606,423,424,271
ENSG00000138347.16,5,14,10,30,1,11,24,23,4,46,15,5,9,118,32,37,116
ENSG00000138356.14,470,4926,2242,651,1135,479,5670,936,100,6340,1535,617,527,4005,5023,505,9818
ENSG00000138363.15,1037,662,940,1123,1069,1027,844,1428,593,1855,974,936,723,1123,1452,1797,928
ENSG00000138375.13,984,928,810,1053,1163,1103,947,1520,376,1185,1036,842,948,793,1207,1124,575
ENSG00000138376.11,719,830,976,690,1063,1279,1038,1787,218,669,1156,1090,902,1299,1017,1258,692
ENSG00000138378.19,267,592,830,487,1542,483,706,312,42,861,522,395,391,578,756,242,283
ENSG00000138379.5,8,20,14,17,30,19,14,25,5,21,18,23,21,3,27,28,15
ENSG00000138380.18,778,881,734,833,1366,840,1009,1107,225,1550,966,860,497,668,1385,785,824
ENSG00000138381.10,451,511,479,650,497,448,659,938,100,490,733,452,405,475,826,710,416
ENSG00000138382.15,560,570,679,824,535,723,633,1213,143,633,807,722,504,800,857,805,541
ENSG00000138385.16,1641,1280,1472,2029,1506,1893,2070,3191,459,1606,2071,1655,1690,2548,2336,2371,1093
ENSG00000138386.17,2276,2022,2919,4614,2057,3525,2356,5022,869,2034,2819,2084,3248,4646,3630,3669,1635
ENSG00000138395.17,153,102,62,87,91,222,96,233,40,74,218,76,121,23,85,204,26
ENSG00000138398.17,2959,2565,2312,3276,3186,3582,3180,5853,711,3676,3411,2999,2314,4122,5128,3584,2041
ENSG00000138399.18,885,894,892,1223,805,1090,1114,2061,347,1314,1192,1154,856,1035,1511,1561,984
ENSG00000138400.13,45,108,62,44,25,74,131,81,12,124,48,81,47,56,117,30,66
ENSG00000138411.13,1726,1336,2245,2160,1399,1498,1395,3500,356,2072,2852,958,1763,1412,2456,2035,987
ENSG00000138413.14,4030,4341,4376,5752,2239,5507,6405,7243,807,3314,5772,6260,4249,5352,5521,4757,3184
ENSG00000138430.16,1842,1714,2095,2457,1406,2162,2311,4135,549,2200,2469,2125,2120,2906,2939,2722,1827
ENSG00000138433.16,967,726,642,1222,1125,1091,1134,1713,302,1513,1149,864,856,1089,1605,1255,742
ENSG00000138434.17,13967,14733,11443,14667,7109,19706,16739,28381,6908,18911,15557,11714,9665,14453,20204,11687,25580
ENSG00000138435.16,19,20,53,20,12,65,105,52,37,5,19,28,21,23,10,25,11
ENSG00000138439.12,889,1021,714,873,1063,807,1219,1245,259,2027,902,1012,473,790,1574,1002,1203
ENSG00000138442.10,982,1041,882,1170,847,1083,1141,1642,329,1168,1146,979,934,1159,1499,1322,902
ENSG00000138443.17,2471,2274,2467,2746,2604,3229,2460,3432,833,4782,3334,3126,2509,1630,4541,4155,1817
ENSG00000138448.12,14152,16906,16648,41614,10587,35541,24467,46004,5011,19074,38820,17771,24473,17123,34409,29967,11014
ENSG00000138449.11,8546,6363,8727,6642,9201,8419,9789,15836,3737,7446,11824,6105,2914,5527,9894,9020,6901
ENSG00000138459.9,1129,1540,1387,2794,1337,1738,1678,2867,318,1574,1782,1494,1049,1652,1945,1839,1043
ENSG00000138463.9,866,1215,1160,2233,930,1174,1363,2139,252,1570,1159,799,898,1033,1903,756,901
ENSG00000138468.16,2324,2214,2195,2493,3794,2818,2637,4654,516,3170,2609,2399,1416,1728,3360,2659,1824
ENSG00000138472.11,0,197,28,0,1,0,127,15,0,315,2,1,0,0,211,0,541
ENSG00000138483.3,13,11,6,4,9,4,16,15,3,16,9,12,6,3,17,28,8
ENSG00000138495.7,666,607,855,1273,534,899,794,1446,148,659,790,624,587,891,706,696,634
ENSG00000138496.16,3227,3179,4165,4219,3733,4961,7875,5190,1275,4344,8090,3788,3591,8118,4862,2723,1840
ENSG00000138587.6,139,124,113,108,104,269,252,278,47,364,171,160,66,115,355,114,107
ENSG00000138592.14,2349,2364,2407,3440,3646,3371,2713,4493,744,3592,3410,2197,1978,1881,4033,2706,2245
ENSG00000138593.9,3567,3188,3912,4861,5083,4788,4092,5625,1053,5198,5441,3155,3421,2691,6018,4763,2994
ENSG00000138594.14,3901,2353,3425,6461,4384,5847,4110,10612,1078,3709,5860,3342,3056,3190,4468,4096,2195
ENSG00000138600.10,2885,2875,3237,5332,2475,4610,3424,8500,746,3989,5208,2921,2248,2672,4563,3789,3333
ENSG00000138604.10,1771,1341,1621,2496,986,2179,2314,3533,456,2109,2188,1670,1306,1717,2779,1761,1346
ENSG00000138606.19,286,221,361,318,364,508,190,683,167,361,259,186,302,37,397,374,181
ENSG00000138613.14,640,1330,1310,1570,1562,1148,1330,1457,133,1320,1168,910,628,822,1292,1297,687
ENSG00000138614.15,1232,1232,1088,1734,1453,1658,1743,3750,474,1590,2180,1225,938,818,1869,1455,1172
ENSG00000138615.6,612,3568,1297,1580,5295,658,2944,4634,228,4349,2350,520,3963,531,4453,2759,1172
ENSG00000138617.16,400,320,257,290,495,307,335,789,171,475,438,357,351,156,471,405,277
ENSG00000138621.12,463,407,259,337,478,336,452,692,161,632,449,204,193,332,575,302,349
ENSG00000138622.4,8,10,12,5,3,8,23,22,5,54,8,18,6,2,34,7,12
ENSG00000138623.10,765,737,691,1785,1711,2296,1181,2786,475,373,2392,421,990,796,840,852,58
ENSG00000138629.16,539,626,454,656,748,722,657,1166,226,725,795,581,371,748,744,609,583
ENSG00000138639.18,944,1562,1233,871,3685,862,1975,1126,269,2805,1187,459,741,675,2500,829,1846
ENSG00000138640.15,2794,3281,2354,3860,2294,2058,3046,2753,734,4828,3135,1876,2613,3047,4334,3334,4465
ENSG00000138641.18,177,215,244,254,248,262,206,336,68,307,296,216,250,374,260,299,156
ENSG00000138642.15,565,1167,1166,1098,1175,1229,3526,1224,200,1206,2770,1295,1062,1801,1138,697,533
ENSG00000138646.9,337,830,744,731,845,476,2235,937,88,746,2258,580,591,1660,833,565,570
ENSG00000138650.9,75,48,149,30,110,44,19,30,16,35,52,81,39,18,38,27,26
ENSG00000138653.10,0,1,9,3,2,17,0,1,0,1,1,18,2,13,1,1,32
ENSG00000138658.16,586,404,425,723,925,615,579,1101,185,606,676,301,450,857,747,615,392
ENSG00000138660.12,1105,972,1120,1557,858,1272,1014,2489,308,873,1418,721,727,1804,1823,1008,703
ENSG00000138663.9,963,946,1177,1070,936,1282,1176,2214,231,1238,1303,738,957,1135,1818,1145,869
ENSG00000138668.19,3521,2424,2948,2848,4126,3180,2870,4945,1148,6286,3399,2064,2462,3994,6028,2920,3242
ENSG00000138669.9,104,94,95,132,216,141,102,355,26,105,137,107,100,206,181,196,558
ENSG00000138670.18,2052,1372,1665,1632,2462,2382,3393,3008,187,2058,2506,1404,2402,2776,2625,1122,1409
ENSG00000138674.17,12274,11687,10323,13059,8436,13421,11665,22508,4669,14171,15240,8684,11317,11248,15028,15439,14687
ENSG00000138675.16,20,3,3,13,7,40,5,17,40,6,7,0,18,113,4,26,2
ENSG00000138678.11,229,205,661,399,262,198,339,1297,44,283,274,167,151,478,477,209,155
ENSG00000138684.9,0,3,1,0,27,2,4,1,0,2,5,2,0,1,1,1,0
ENSG00000138685.17,393,437,410,1416,465,293,328,514,89,465,697,661,279,513,989,521,151
ENSG00000138686.10,716,704,747,816,663,730,715,1286,181,739,888,518,629,1004,972,786,422
ENSG00000138688.15,13283,16423,16651,20174,20046,16532,16406,26709,4445,19609,18124,10385,11966,15712,24271,15263,11788
ENSG00000138696.11,504,633,1367,758,212,344,392,438,56,787,555,227,1287,682,782,694,423
ENSG00000138698.15,1416,1901,1840,1942,2253,2063,1769,3288,403,1979,2083,1090,1214,2250,2630,1637,1468
ENSG00000138709.19,2011,2275,2609,1673,1226,1442,1882,3292,449,3162,2010,1178,958,2244,3359,1435,5672
ENSG00000138722.10,182,607,1154,543,1146,427,760,490,66,658,260,639,91,159,830,27,813
ENSG00000138735.16,3823,4546,4207,3511,2621,2997,5648,6297,1017,9360,4363,2339,1824,1807,9961,3217,3664
ENSG00000138738.11,612,980,900,776,468,849,1154,1494,220,1450,651,512,395,362,1402,998,1238
ENSG00000138741.11,64,55,77,70,176,117,76,109,34,70,115,59,48,32,90,76,10
ENSG00000138744.16,611,920,664,491,1014,915,932,1064,178,875,631,347,610,473,1056,818,571
ENSG00000138750.15,1340,1320,1327,1616,1471,1591,1818,3492,392,1801,1788,1087,1389,2024,2294,2146,1281
ENSG00000138755.6,244,2571,956,230,1613,697,692,246,123,599,3208,284,129,4873,816,301,112
ENSG00000138756.18,1512,1382,1612,2181,2396,1872,2726,2221,412,2474,2209,1004,1244,1425,3256,1910,1301
ENSG00000138757.15,5508,5692,6969,8924,4972,7822,6912,14742,1650,5907,8508,4547,5972,9317,8507,7449,5157
ENSG00000138758.12,12847,11735,12729,17114,8220,18225,11157,23261,3605,17003,16467,7411,9695,8510,20767,18824,5683
ENSG00000138759.19,1375,5873,5333,2138,1291,2001,7319,5849,797,12100,3791,2054,1223,1221,9818,1657,4794
ENSG00000138760.10,9493,10687,9853,11632,6726,11727,14734,20513,2628,16276,17559,8070,8992,13043,18021,12381,10132
ENSG00000138764.15,2196,1208,1506,1774,2096,2390,1506,5351,464,2268,2199,1260,1829,3591,2278,2731,1032
ENSG00000138767.13,2491,3936,4245,3134,5329,3113,3704,4676,626,5876,3815,2313,2304,2741,7001,2977,4024
ENSG00000138768.15,5384,5368,5099,6509,4337,5789,7001,12724,1661,7411,7613,4210,4493,6900,8524,7561,9487
ENSG00000138769.11,49,80,101,27,40,56,145,145,22,200,95,42,32,70,190,89,108
ENSG00000138771.16,4250,5261,5866,6990,1636,4583,3619,9784,2542,3642,3820,6461,1603,4337,6787,2284,2758
ENSG00000138772.13,2114,3218,2124,6345,2214,4893,3687,11145,658,2310,4966,1264,1739,8283,5313,2491,1154
ENSG00000138777.20,1666,1784,2269,2664,1794,2333,1911,3208,431,2027,2672,1387,1698,2202,2755,1921,2055
ENSG00000138778.13,897,316,455,1104,793,1165,507,1853,341,407,1353,470,585,2400,1166,636,478
ENSG00000138780.15,600,516,638,907,582,768,656,1274,187,791,873,348,596,748,1087,634,448
ENSG00000138785.15,360,331,382,421,382,363,386,674,110,516,415,212,268,456,605,292,347
ENSG00000138792.10,577,625,606,781,257,847,898,1292,177,1097,786,413,666,797,1363,1109,315
ENSG00000138794.10,657,516,691,748,602,838,616,1236,150,709,765,367,436,834,857,441,576
ENSG00000138795.10,1883,1199,1055,2236,1507,1764,1281,1997,551,1182,2099,1234,1218,478,1654,2319,133
ENSG00000138796.17,999,1516,1858,1013,1221,906,1557,1535,363,2798,1170,781,798,808,2705,841,1686
ENSG00000138798.13,22,2074,420,153,15,162,2205,355,20,3361,632,62,58,129,2094,51,5787
ENSG00000138801.9,2409,2859,2513,3587,1996,3227,2875,4494,725,3044,3661,1588,2839,2326,3766,3254,2144
ENSG00000138802.11,3040,2805,2770,3480,3169,3378,2684,4967,954,3620,3309,1817,2657,3237,4030,2739,2151
ENSG00000138813.10,0,1,0,0,1,2,0,2,0,1,0,0,3,1,0,0,0
ENSG00000138814.17,3769,2748,3343,5412,3136,4490,2119,6559,940,3667,4079,1929,2606,4825,4930,3646,1873
ENSG00000138821.13,604,1798,1462,1131,1001,1669,1557,1489,244,1850,2039,612,1558,3235,2143,1163,6326
ENSG00000138823.13,13,4,8,146,16,4,6,14,1,66,2,5,1,10,692,3,7
ENSG00000138829.12,266,933,615,943,399,735,267,511,515,413,624,151,431,289,456,679,118
ENSG00000138834.14,2808,3406,2827,3847,4859,3479,2936,3657,1745,3006,3157,2599,3459,2775,3777,2693,1754
ENSG00000138835.22,1722,2545,1879,2380,1917,3103,3130,4607,930,2673,3343,2360,2093,1709,3332,1662,1606
ENSG00000138867.17,2279,3630,3026,2990,2577,3125,3855,6196,943,3143,3252,2092,2781,5941,4181,1958,2206
ENSG00000138892.11,0,0,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0
ENSG00000138942.16,934,1127,830,882,962,1056,1193,1718,365,1345,1098,652,994,1192,1576,1229,874
ENSG00000138944.8,34,169,140,159,233,908,143,270,502,146,205,251,407,67,178,429,159
ENSG00000138964.17,342,871,594,343,2354,561,1355,405,146,1221,554,278,440,310,1201,312,248
ENSG00000139044.12,1177,864,1767,2033,551,1889,1061,1099,776,1013,2036,2188,1394,866,1723,1696,618
ENSG00000139053.3,1,1,0,0,1,2,0,2,0,2,2,3,1,2,5,3,1
ENSG00000139055.7,357,9749,1484,85,334,257,8460,691,9,10312,955,303,109,709,6931,134,23288
ENSG00000139083.11,3138,1831,2119,2882,4422,3605,2817,3125,1281,4455,3702,2664,2937,3379,4311,3580,1749
ENSG00000139112.11,1897,3860,1964,4261,1837,1985,3596,3592,635,4047,3328,1643,3730,2856,3737,2759,1705
ENSG00000139116.19,1535,1788,3320,2589,1345,1431,2144,3482,445,2376,2538,1774,1354,3133,2804,1076,2384
ENSG00000139117.14,1279,1106,2085,2646,1092,1287,1400,3088,254,1251,1750,1344,1837,3040,1388,1379,680
ENSG00000139131.13,500,486,580,1070,643,574,544,818,167,510,755,502,401,589,709,872,394
ENSG00000139132.14,3973,5244,5885,16401,2906,5098,4738,4829,757,6092,5897,8194,2345,3875,8051,4682,4404
ENSG00000139133.7,272,239,261,654,284,375,289,506,50,432,373,282,200,370,495,650,314
ENSG00000139144.11,57,627,403,1006,511,31,355,1409,1,648,98,233,228,105,1344,781,726
ENSG00000139146.14,1924,1767,2483,5482,2044,2468,2155,2821,459,1837,3130,2082,2372,3013,2384,3364,1357
ENSG00000139151.16,1,20,16,20,7,2,15,23,0,28,1,3,6,0,46,25,19
ENSG00000139154.16,1371,1158,1394,1792,1385,1469,1226,1433,392,2214,1515,1081,1421,1439,2207,2229,1275
ENSG00000139155.9,27,68,53,99,133,36,58,44,1,124,42,28,20,255,128,11,49
ENSG00000139160.13,246,293,225,216,366,288,359,267,58,502,321,213,133,154,402,277,347
ENSG00000139163.16,4951,4423,7135,7362,4406,6728,5893,7190,1577,6249,7716,5339,4114,6561,7607,6000,4520
ENSG00000139168.9,1153,1048,1499,2034,1146,1432,1537,2347,313,1479,2157,1564,1073,1859,1948,1211,1073
ENSG00000139173.10,481,462,525,574,425,612,529,987,185,596,739,213,609,368,801,493,444
ENSG00000139174.12,603,553,422,937,1172,913,582,992,265,1117,1319,387,706,324,1285,1372,381
ENSG00000139178.11,2453,2171,1547,2452,2210,1959,2807,2785,718,3123,2948,1622,2699,3530,2767,2047,1398
ENSG00000139180.11,390,503,563,736,764,555,663,670,149,707,1035,471,482,643,749,713,457
ENSG00000139182.15,1567,1818,1501,1929,2562,1666,2037,1127,693,2375,1767,1038,2768,1308,2331,1540,650
ENSG00000139187.10,120,167,143,102,916,178,183,100,21,244,101,87,47,50,182,63,54
ENSG00000139190.17,534,413,303,317,1185,431,396,328,176,645,529,303,268,361,519,472,240
ENSG00000139192.12,800,808,1462,1470,1551,823,1846,1390,263,1308,1418,635,1118,1826,1453,959,588
ENSG00000139193.4,32,119,114,34,537,127,70,35,10,85,76,38,26,52,56,37,15
ENSG00000139194.8,220,197,201,238,696,209,263,141,117,308,222,133,336,185,286,207,69
ENSG00000139197.11,1270,1365,1393,1739,1000,1102,1110,1520,498,1902,1427,1223,1385,1147,1644,1523,907
ENSG00000139200.14,17,15,8,24,39,29,9,12,18,38,7,10,5,9,42,36,14
ENSG00000139209.16,168,595,892,365,219,295,748,410,169,822,523,262,223,502,956,642,378
ENSG00000139211.7,2055,606,1632,8926,2363,5225,1444,5801,632,992,8759,1244,3165,2299,2757,4375,615
ENSG00000139218.18,8970,6522,9972,10946,11635,8298,8432,13521,2372,12099,11700,5411,7508,10342,13024,9601,7348
ENSG00000139219.19,4,7,5,3,6,5,4,4,1,6,2,2,32,3,2,9,4
ENSG00000139220.17,1184,757,604,820,572,647,828,548,284,662,402,510,353,158,798,893,98
ENSG00000139223.4,6,5,5,6,5,3,3,4,3,10,4,1,1,6,9,2,2
ENSG00000139233.7,426,427,559,693,694,603,571,1036,139,536,707,315,370,569,716,733,371
ENSG00000139239.7,30,66,71,46,40,63,41,85,13,55,37,42,43,63,78,101,80
ENSG00000139263.12,2770,4792,6015,4210,1544,8080,5798,8904,2975,6344,9335,3235,3825,2936,6948,6104,2618
ENSG00000139266.6,341,391,570,300,729,365,391,423,165,478,413,244,323,297,572,267,289
ENSG00000139269.3,23,13,13,23,13,10,12,38,1,11,17,3,4,6,13,8,11
ENSG00000139278.10,815,1410,1491,1183,2839,1928,1590,2020,383,1719,2215,779,1321,1044,2168,1608,815
ENSG00000139287.13,6,4,30,27,1,16,22,25,0,10,5,19,3,8,18,8,24
ENSG00000139289.13,1924,2218,6270,4254,3529,4886,2433,5740,831,2541,3358,2703,3377,7311,3840,3759,2472
ENSG00000139291.14,654,921,1003,1865,1244,1505,1287,1672,230,1182,2137,983,608,1107,1630,1073,633
ENSG00000139292.13,459,244,207,682,59,239,96,424,376,65,359,213,175,37,78,1373,45
ENSG00000139304.16,7,78,54,465,81,15,85,16,0,172,15,7,130,5,108,52,64
ENSG00000139318.8,2579,1528,4980,8060,3128,2487,2047,9419,677,1341,3977,2064,2321,15340,1954,4622,1306
ENSG00000139323.14,1818,1033,1931,2401,1412,1389,1529,3235,258,1840,1843,1072,830,1877,2594,1523,1110
ENSG00000139324.12,2050,1642,2145,4046,1534,2450,2375,5697,592,2569,3424,1740,3344,3393,4142,3733,1323
ENSG00000139329.5,49192,56101,60920,99417,18136,73492,58998,128088,13526,45487,102186,38526,56399,14248,77635,128178,14372
ENSG00000139330.6,69,45,35,49,8,67,50,87,26,28,40,23,24,5,55,144,2
ENSG00000139343.10,602,365,942,854,391,678,664,1256,192,508,593,300,582,944,650,609,368
ENSG00000139344.8,11,28,28,25,33,20,93,37,8,62,24,17,18,38,65,8,53
ENSG00000139350.12,1147,1051,1328,1941,1452,1471,1711,3160,326,1479,1880,1058,1474,2566,1760,1941,956
ENSG00000139351.15,198,220,242,113,378,139,177,569,58,508,184,176,80,126,391,131,218
ENSG00000139352.4,1,8,13,6,3,0,5,4,0,5,9,0,5,2,7,5,7
ENSG00000139354.11,513,364,372,379,449,534,1101,755,296,518,725,591,396,906,713,555,443
ENSG00000139364.10,45,135,150,84,85,91,127,109,42,202,57,104,72,27,181,100,72
ENSG00000139370.12,1464,1585,1490,2181,2276,1601,1753,2708,596,1427,1785,897,1583,2007,1755,1804,802
ENSG00000139372.15,1206,918,1504,2265,1320,1342,1327,2632,404,1334,1687,779,1422,1860,1726,1711,930
ENSG00000139405.16,301,327,385,392,308,351,402,623,133,271,372,166,270,482,454,372,207
ENSG00000139410.15,166,285,319,107,95,195,538,224,81,530,198,86,221,165,488,101,159
ENSG00000139428.12,384,529,634,508,405,368,691,846,208,606,538,232,445,326,701,335,492
ENSG00000139433.11,1057,1117,1330,1233,1075,1303,1212,2566,370,1306,1179,619,1536,1688,1557,1537,1092
ENSG00000139436.21,1491,1660,1348,1442,2731,1391,1752,1907,616,3040,1660,827,1186,1499,2623,1473,1624
ENSG00000139437.18,863,720,739,672,1136,724,819,1027,318,1157,870,405,553,901,979,521,740
ENSG00000139438.6,75,135,365,70,37,29,164,56,26,126,33,25,81,32,219,21,129
ENSG00000139445.18,1,4,0,2,0,0,1,2,1,3,0,1,1,0,2,0,8
ENSG00000139496.16,2799,2651,2765,4773,2502,3678,3278,7905,791,3004,5684,2768,4066,6826,3708,4883,2118
ENSG00000139505.11,1712,2350,1923,2579,1702,2961,2041,4852,442,2234,3748,1875,2016,3193,2980,2491,1955
ENSG00000139508.15,2001,1836,1681,1904,1254,1455,1632,2596,239,2010,2412,1712,1521,887,2795,2131,892
ENSG00000139514.13,1634,2795,1401,3615,1588,2422,1552,2946,1125,3096,2142,1917,2934,2167,3489,2705,3652
ENSG00000139515.6,122,53,84,37,5,27,116,63,37,491,28,19,5,15,307,17,194
ENSG00000139517.9,1420,2091,1507,2542,757,1467,1527,2699,364,2253,1851,1252,1310,1960,2149,1546,1957
ENSG00000139531.13,733,574,725,623,610,710,966,1054,343,947,780,336,619,421,962,554,638
ENSG00000139537.11,99,110,92,160,182,105,99,136,71,333,123,76,103,71,180,129,148
ENSG00000139540.12,184,1998,447,167,17,50,827,299,76,2460,383,48,20,22,1536,31,4101
ENSG00000139546.11,539,547,535,731,572,542,682,933,264,565,840,306,513,768,688,550,393
ENSG00000139547.7,45,67,15,51,71,20,29,58,17,56,40,49,44,26,58,34,42
ENSG00000139549.4,5,47,34,42,81,20,32,20,8,47,22,8,19,5,53,3,10
ENSG00000139567.13,1478,1851,1591,1391,1558,1178,1661,1915,341,1348,1723,1246,1374,911,2042,1285,643
ENSG00000139572.4,137,53,30,40,57,100,161,59,34,81,156,27,129,57,110,113,22
ENSG00000139574.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139579.13,568,547,806,738,446,599,613,1075,225,570,878,360,477,587,770,520,475
ENSG00000139597.18,626,1021,970,866,1346,865,1255,1034,83,1828,933,789,887,845,1509,678,864
ENSG00000139610.2,3,6,0,2,4,2,1,2,0,0,3,0,3,3,3,0,6
ENSG00000139613.12,3999,2921,3329,2923,4455,3294,3107,4091,1507,5286,3308,1805,2930,2707,5086,2897,2149
ENSG00000139618.16,655,577,553,1260,1186,1396,813,1792,287,782,1065,713,876,2687,1153,1078,497
ENSG00000139620.13,824,1176,1279,1334,1575,1157,1323,2218,343,1321,1513,661,994,1185,1645,1177,843
ENSG00000139624.14,1353,1329,1480,1521,1910,1728,1460,1860,589,2317,1612,789,1707,960,2213,1638,828
ENSG00000139625.13,1022,1317,954,1050,1560,993,1073,938,498,1812,977,531,1045,510,1534,1017,558
ENSG00000139626.16,124,158,160,113,633,244,249,241,48,111,257,78,125,263,159,127,46
ENSG00000139629.16,1146,929,2346,2229,928,857,1981,1706,748,840,936,551,1105,1669,856,568,1464
ENSG00000139631.19,758,753,514,771,859,460,598,992,329,1130,766,371,780,433,849,584,518
ENSG00000139636.15,1234,1785,1480,1805,2281,1656,1622,1905,587,2427,1583,943,2279,1722,1918,1440,733
ENSG00000139637.14,0,0,1,1,1,6,7,1,0,0,1,0,2,0,1,2,0
ENSG00000139641.13,3485,4664,5224,5173,5733,4856,5709,6275,1569,5961,4707,2426,4319,6429,6644,3964,2945
