,C3L-01637-02,C3L-03743-01,C3N-00302-02,C3N-01167-01,C3N-02754-01-3,C3N-02998-03,C3L-03348-03,C3L-03348-03-2,C3N-03000-02
ENSG00000021488.13,68,71,28,690,15,19,33,46,30
ENSG00000021574.13,1677,1435,1737,2429,1120,1788,1718,1165,1666
ENSG00000021645.20,226,301,266,411,254,111,562,387,153
ENSG00000021762.20,1003,1380,893,1859,1014,775,1200,1161,1555
ENSG00000021776.11,3821,4614,3042,4964,3675,4080,5617,3663,4714
ENSG00000021826.17,5520,774,214,7723,2172,545,524,392,391
ENSG00000021852.13,38,17,18,32,5,1,31,13,6
ENSG00000022267.19,1144,989,708,1136,1637,6091,1913,1359,1291
ENSG00000022277.13,3554,3024,1967,3901,1625,2081,1989,1391,2591
ENSG00000022355.18,1,2,0,0,4,0,7,1,1
ENSG00000022556.16,214,2668,50,2070,458,174,23,42,42
ENSG00000022567.10,2274,2275,1228,4281,1121,1035,1815,1301,1802
ENSG00000022840.16,2660,3429,3187,4017,2751,2670,3958,2661,2595
ENSG00000022976.15,394,196,351,565,297,403,389,312,232
ENSG00000023041.11,2545,1944,2165,2653,1444,1929,2090,1313,2170
ENSG00000023171.18,1484,773,443,1810,994,1252,3591,2497,592
ENSG00000023191.17,4995,3607,2389,5648,3061,2830,3536,3011,2387
ENSG00000023228.14,7418,5742,4351,10944,4676,5466,7246,4731,5355
ENSG00000023287.13,4809,6115,6075,9602,3747,5203,6497,3834,6309
ENSG00000023318.8,2660,2634,2170,4198,1962,2731,2920,1753,2259
ENSG00000023330.15,2813,1224,1803,2641,1238,1666,1251,1018,1044
ENSG00000023445.16,6732,10657,2814,5001,5956,13097,13040,11930,2131
ENSG00000023516.9,6938,7310,5313,7877,7511,6747,10736,6793,8061
ENSG00000023572.10,871,686,887,1243,516,968,703,509,644
ENSG00000023608.5,359,307,474,292,180,401,294,252,388
ENSG00000023697.13,1514,3003,1164,2594,1264,1227,2455,1960,2401
ENSG00000023734.11,3016,5183,2949,3335,1900,2773,3326,2443,3785
ENSG00000023839.12,138,201,151,433,94,137,135,67,105
ENSG00000023892.11,977,282,573,1048,609,1268,840,727,349
ENSG00000023902.14,1412,1211,1018,1187,813,2638,1062,1093,1439
ENSG00000023909.10,1062,1271,1031,1383,699,753,954,696,878
ENSG00000024048.11,5211,6484,5254,9058,5309,7273,8055,5734,5704
ENSG00000024422.12,833,1175,1560,803,1160,1015,1597,1045,2516
ENSG00000024526.17,496,341,853,853,76,746,412,258,195
ENSG00000024862.18,728,754,410,1065,562,739,901,662,538
ENSG00000025039.15,1302,934,1148,1271,1192,721,1677,1191,1303
ENSG00000025156.13,547,664,695,735,569,741,753,553,528
ENSG00000025293.17,2673,3010,2286,3118,2101,3156,3211,2224,3613
ENSG00000025423.11,344,173,176,89,62,25,72,153,633
ENSG00000025434.19,2344,1494,579,1631,940,1066,1447,1080,682
ENSG00000025708.14,2373,1379,2442,4414,1094,3419,2667,2631,1799
ENSG00000025770.19,1115,819,884,1606,808,985,1112,793,1096
ENSG00000025772.8,1037,1599,654,2521,611,870,746,563,811
ENSG00000025796.14,3050,3853,3099,3634,3032,3015,6118,3303,4141
ENSG00000025800.14,4895,4532,2778,6091,3530,4700,5531,3492,3926
ENSG00000026025.16,16124,13198,15552,9484,10029,20168,15314,11189,24496
ENSG00000026036.22,157,135,260,217,204,127,218,191,206
ENSG00000026103.22,1966,1284,909,1067,966,2427,989,721,1381
ENSG00000026297.16,2710,1784,4668,2876,1352,1595,3013,2710,1497
ENSG00000026508.20,15912,9918,23251,8326,7545,17470,12334,7021,14367
ENSG00000026559.14,18,23,35,89,41,14,152,86,25
ENSG00000026652.15,1437,1799,1244,876,973,1810,1303,1054,2545
ENSG00000026751.17,1005,222,330,499,659,2096,545,337,109
ENSG00000026950.17,2283,2841,1644,7174,1952,6092,3249,2858,2249
ENSG00000027001.10,987,853,502,1717,611,754,883,672,851
ENSG00000027075.15,1690,1170,1027,1161,1842,3431,2648,1808,1074
ENSG00000027644.5,20,18,37,30,137,15,27,24,22
ENSG00000027697.15,6652,8173,2849,6478,4395,6980,6838,5448,5213
ENSG00000027847.14,1105,701,549,1420,701,611,929,751,705
ENSG00000027869.12,161,96,87,315,108,441,121,135,64
ENSG00000028116.18,1060,2486,988,1490,867,1334,1384,976,1079
ENSG00000028137.19,2248,1825,1195,3438,1363,3694,2039,1696,1015
ENSG00000028203.18,6396,7951,5847,5909,3690,3662,6202,4027,5986
ENSG00000028277.21,167,151,211,176,208,431,215,150,125
ENSG00000028310.18,1251,2251,1674,2350,1164,1546,1537,1453,1862
ENSG00000028528.15,3840,4118,3619,4408,4082,3726,5734,3868,4524
ENSG00000028839.10,419,667,468,717,298,575,641,362,520
ENSG00000029153.14,2268,5742,2121,2260,977,1797,3834,3492,4172
ENSG00000029363.17,7385,9165,6438,9770,6812,10756,10693,6575,8839
ENSG00000029364.12,6559,5939,3933,6485,4899,4309,6890,4408,4375
ENSG00000029534.21,211,69,1421,72,217,359,117,62,55
ENSG00000029559.7,139,138,34,2,8,38,23,35,79
ENSG00000029639.11,571,659,593,847,376,669,659,474,655
ENSG00000029725.17,2349,2452,2321,2862,3010,3483,4009,2824,2022
ENSG00000029993.15,675,803,660,1903,511,498,525,389,595
ENSG00000030066.13,3306,3519,3839,4722,2589,3413,4603,3337,4254
ENSG00000030110.13,809,657,410,1907,402,629,499,370,419
ENSG00000030304.14,100,142,56,121,104,149,480,213,76
ENSG00000030419.16,1914,1016,1942,1909,2170,1687,3060,2061,1925
ENSG00000030582.18,14194,8768,7823,11212,5427,8251,7446,7091,7958
ENSG00000031003.10,2402,2271,2557,2628,2356,3026,3292,2278,2439
ENSG00000031081.11,2323,2231,1946,2041,1896,3250,2871,1942,2523
ENSG00000031691.7,212,240,365,341,136,231,230,148,304
ENSG00000031698.13,6203,5582,3484,6981,4055,4719,5182,3687,4529
ENSG00000031823.14,1685,1193,1188,1877,914,1329,1394,1029,1114
ENSG00000032219.19,2343,2063,2459,2364,1890,2345,4056,2352,2344
ENSG00000032389.13,1387,923,828,1989,623,760,1196,785,719
ENSG00000032444.17,1941,1109,1748,1542,964,1252,1234,1217,1323
ENSG00000032742.18,1144,1570,646,2650,1012,1138,1558,994,1315
ENSG00000033011.13,1002,603,359,1346,509,544,702,493,498
ENSG00000033030.15,1614,1880,1689,2557,1131,1433,1650,1107,1472
ENSG00000033050.9,382,359,379,549,274,435,309,270,310
ENSG00000033100.16,3013,2531,1962,4168,1879,1955,2106,1747,2285
ENSG00000033122.21,162,113,128,150,248,167,440,190,103
ENSG00000033170.17,3965,2649,1989,3789,2961,4579,3707,2916,3509
ENSG00000033178.13,6847,11378,3760,5941,3492,5542,4974,3408,6038
ENSG00000033327.13,2291,2029,1041,2390,1631,2965,1982,1762,1324
ENSG00000033627.17,3594,2919,2551,3699,2595,2557,3938,2500,2624
ENSG00000033800.14,2800,4230,2164,3777,3165,2939,4753,2373,2472
ENSG00000033867.16,6039,3908,4353,4077,4417,6132,8080,5360,5216
ENSG00000034053.14,454,481,348,1038,251,812,315,432,1752
ENSG00000034152.19,910,1064,770,1188,866,1070,889,697,1175
ENSG00000034239.11,34,41,136,23,106,16,21,17,95
ENSG00000034510.6,34609,29566,18126,46317,17012,21271,20896,22151,36342
ENSG00000034533.12,578,591,643,822,484,675,721,456,498
ENSG00000034677.13,6605,8686,3725,6799,4223,7111,6788,4479,4657
ENSG00000034693.15,552,656,584,754,420,676,787,483,617
ENSG00000034713.8,3213,3236,1513,4380,1527,2561,2374,1962,2339
ENSG00000034971.17,2,3,8,3,2,88,2,4,5
ENSG00000035115.22,5953,1802,2145,4826,2751,2402,5611,3266,3133
ENSG00000035141.8,1615,1817,1263,2574,800,909,1283,957,1500
ENSG00000035403.18,11883,25896,13369,12497,8298,11396,12065,9357,19586
ENSG00000035499.13,1266,254,348,1036,80,197,527,288,158
ENSG00000035664.11,471,537,455,1495,377,639,457,368,435
ENSG00000035681.9,2290,2338,1504,4056,1910,2832,2508,1998,2246
ENSG00000035687.10,2419,2166,2585,4764,1739,2844,2331,1821,2453
ENSG00000035720.8,120,35,82,71,110,339,39,32,20
ENSG00000035862.12,6777,12605,11790,4740,6323,6008,9725,7835,13685
ENSG00000035928.16,3786,4370,4251,4659,3018,3726,4536,2990,3448
ENSG00000036054.13,3580,5308,2109,4031,1891,3007,3490,2285,3762
ENSG00000036257.13,3692,4377,3230,5479,2787,4011,4575,2990,4762
ENSG00000036448.10,75,28,46,62,45,76,127,69,34
ENSG00000036473.8,26,2,3,355,18,26,60,6,0
ENSG00000036530.9,52,36,57,23,71,43,132,70,78
ENSG00000036549.13,4205,3972,4266,6116,3298,4747,5589,3622,3890
ENSG00000036565.15,14,5,19,170,15,10,33,20,8
ENSG00000036672.16,53,54,40,36,133,31,126,85,25
ENSG00000036828.17,2461,198,425,423,1489,13,1407,588,4
ENSG00000037042.9,482,401,534,391,438,367,505,460,483
ENSG00000037241.7,615,452,414,653,227,351,373,285,369
ENSG00000037280.16,344,440,517,313,358,457,780,698,339
ENSG00000037474.15,2278,3671,2256,3981,1633,2779,2130,1791,3320
ENSG00000037637.11,1829,1443,1234,3618,1492,1514,2215,1717,1734
ENSG00000037749.12,1726,2152,1528,2035,1466,1813,2959,1829,2440
ENSG00000037757.14,745,373,673,730,360,395,385,342,554
ENSG00000037897.17,424,266,252,292,128,260,148,133,269
ENSG00000037965.6,36,21,21,89,22,54,16,17,89
ENSG00000038002.9,1210,792,523,1478,566,847,1094,678,674
ENSG00000038210.14,1779,1344,1316,3817,897,1520,1211,610,817
ENSG00000038219.13,7598,8719,7538,9808,5649,7283,8155,5297,6220
ENSG00000038274.17,4218,2850,2171,3039,2031,3892,3490,2657,2818
ENSG00000038295.8,159,456,155,161,876,577,419,221,352
ENSG00000038358.15,1398,983,899,2188,1132,1095,1544,1260,1126
ENSG00000038382.20,10262,20859,12626,11988,8745,9707,13311,12144,22489
ENSG00000038427.16,85578,147016,98913,44259,57210,48533,100561,90541,133072
ENSG00000038532.16,1593,1861,1235,2348,1451,1409,2108,1574,1749
ENSG00000038945.15,13620,4394,3595,5558,2447,5169,3707,3416,4336
ENSG00000039068.19,14780,21755,2939,30336,9446,4339,14018,7803,8117
ENSG00000039123.16,3231,3663,3544,5069,3133,4055,5401,3213,3355
ENSG00000039139.9,1365,1575,1064,2180,1081,1572,2090,1222,1769
ENSG00000039319.17,5049,5013,4743,5672,3839,5277,5955,4040,5514
ENSG00000039523.20,579,760,848,723,781,631,1169,792,995
ENSG00000039537.14,2129,187,1240,974,6825,1334,10644,4021,9
ENSG00000039560.14,5034,6946,4523,4537,2593,2275,3736,3428,12349
ENSG00000039600.11,34,37,33,71,26,20,54,63,30
ENSG00000039650.12,1141,1106,452,1452,737,843,1071,966,1021
ENSG00000039987.7,5,7,1,2,3,3,3,3,7
ENSG00000040199.18,718,857,654,2208,988,1075,1277,977,1064
ENSG00000040275.17,668,653,719,1246,317,629,760,522,773
ENSG00000040341.18,2036,1606,1999,2667,1648,1901,2495,1505,1576
ENSG00000040487.13,621,354,226,557,243,207,404,318,316
ENSG00000040531.16,743,675,627,784,568,668,874,800,701
ENSG00000040608.14,244,59,67,217,46,29,50,56,77
ENSG00000040633.13,886,1032,525,1162,776,1060,1151,769,887
ENSG00000040731.10,58,57,54,48,139,4,287,120,3
ENSG00000040933.16,2667,2218,2315,4046,2515,3872,3480,2908,2097
ENSG00000041353.10,3832,1219,3607,2082,1458,1786,1992,793,582
ENSG00000041357.16,3152,3832,2202,5098,2005,3010,3114,2252,2442
ENSG00000041515.16,108,124,56,49,135,121,90,50,99
ENSG00000041802.11,3001,2642,3036,3205,1825,2235,2059,1588,2421
ENSG00000041880.14,1710,482,636,1046,557,1003,699,566,592
ENSG00000041982.16,1581,2592,7460,1463,915,3315,2424,1871,5887
ENSG00000041988.15,348,298,217,931,314,272,446,384,323
ENSG00000042062.13,164,199,141,122,179,474,132,72,369
ENSG00000042088.14,1008,552,790,1111,564,1039,893,677,815
ENSG00000042286.15,639,758,450,950,313,561,473,397,472
ENSG00000042304.12,1,4,4,3,2,6,0,4,5
ENSG00000042317.17,713,580,526,916,713,709,1135,759,853
ENSG00000042429.12,663,804,434,587,406,711,583,506,650
ENSG00000042445.14,6307,2280,2029,6264,2325,3131,2402,1907,1224
ENSG00000042493.16,12876,4050,3257,12206,4422,3458,5618,4278,4472
ENSG00000042753.12,2502,2122,685,2459,699,1147,1263,969,1541
ENSG00000042781.14,69,160,109,225,230,143,223,124,106
ENSG00000042813.8,6,6,0,6,11,2,5,0,0
ENSG00000042832.12,138,164,120,925,148,166,73,91,357
ENSG00000042980.13,29296,6303,2551,5155,3036,2807,6239,3741,2058
ENSG00000043039.7,474,57,563,212,137,124,291,168,183
ENSG00000043093.15,3085,3414,3954,2635,2278,2787,4030,2335,2882
ENSG00000043143.20,2048,2532,2894,5471,2408,2617,3890,2898,2170
ENSG00000043355.12,52,21,110,5,5,47,0,1,3
ENSG00000043462.13,1674,1007,1156,1415,1246,3989,2019,1257,947
ENSG00000043514.17,1382,1270,1112,1790,928,1346,1347,1025,1452
ENSG00000043591.6,48,26,9,122,24,62,17,22,10
ENSG00000044012.4,0,4,8,58,6,4,1,1,0
ENSG00000044090.10,999,1177,1095,2033,1023,866,1425,925,1355
ENSG00000044115.21,26665,24537,13579,26808,13927,12479,19396,14409,16188
ENSG00000044446.12,2255,1080,1323,2278,1065,1157,1882,1289,1567
ENSG00000044459.15,987,960,2188,889,1024,1178,2011,1242,2062
ENSG00000044524.11,4188,5800,1665,9072,10815,1713,18060,9570,616
ENSG00000044574.8,12138,12630,17524,11834,8898,10646,14364,9883,13662
ENSG00000046604.13,134226,8458,15494,6592,6110,12533,8233,4761,5814
ENSG00000046647.13,735,534,378,1587,587,572,607,421,535
ENSG00000046651.15,2655,2156,2877,7653,1593,3290,2367,1557,2417
ENSG00000046653.15,333,286,606,483,545,496,768,424,554
ENSG00000046774.10,0,0,0,0,0,0,0,0,0
ENSG00000046889.19,1267,2586,1441,2836,4853,2655,8817,5056,887
ENSG00000047056.16,1352,1257,933,1916,1100,1479,1603,1200,1081
ENSG00000047188.16,2974,3298,3188,3061,3004,4171,4032,2676,2728
ENSG00000047230.15,1872,1208,1644,4560,1261,1220,1859,1305,1447
ENSG00000047249.18,2152,1994,1484,3268,1230,1583,1463,1105,1429
ENSG00000047315.17,7631,8991,4888,6776,4764,6751,6538,4615,5218
ENSG00000047346.12,1984,2161,1673,1863,2385,2864,3784,2102,2176
ENSG00000047365.12,4252,4540,3432,5849,3732,7707,5262,3615,2224
ENSG00000047410.14,12695,11837,14573,18544,10271,16611,15433,11371,11918
ENSG00000047457.14,9175,585,5774,2506,517,856,6252,4150,2707
ENSG00000047578.13,1495,2311,1027,2034,1307,1255,1590,1409,1235
ENSG00000047579.20,353,307,645,507,326,389,525,319,323
ENSG00000047597.7,534,121,285,1527,314,436,294,163,101
ENSG00000047617.15,67,230,109,358,215,289,345,282,142
ENSG00000047621.12,1281,1420,1203,1449,879,1362,1904,1316,1729
ENSG00000047634.15,773,557,1485,2404,491,1393,615,319,399
ENSG00000047644.19,1692,1970,2018,3351,1822,1983,2921,2418,2509
ENSG00000047648.23,668,288,305,918,370,538,696,433,198
ENSG00000047662.5,27,57,85,38,50,29,44,52,44
ENSG00000047849.21,8542,8097,10975,9407,9354,8326,15053,11775,13029
ENSG00000047932.14,2414,3263,2077,2923,1893,2749,3314,2348,4392
ENSG00000047936.11,81,257,1916,216,511,3,258,311,186
ENSG00000048028.11,1337,1048,891,1582,1052,1759,1921,1406,1399
ENSG00000048052.22,1475,1857,2546,2423,1636,2160,1596,1079,1928
ENSG00000048140.18,1915,1444,1023,2013,1008,1221,1399,1090,1097
ENSG00000048162.21,489,287,308,817,205,416,325,185,303
ENSG00000048342.17,1543,2496,1726,1900,1715,1834,2298,1681,1808
ENSG00000048392.12,2451,2447,1413,2308,1930,2449,2271,1463,2077
ENSG00000048405.10,2319,1597,1833,3350,1620,2292,2277,1193,1979
ENSG00000048462.11,155,30,33,108,230,184,58,50,46
ENSG00000048471.14,2256,2799,1715,2440,2338,2596,2361,2010,2726
ENSG00000048540.15,738,614,506,832,613,1379,1377,700,304
ENSG00000048544.6,1218,1749,1335,1953,1141,1127,1313,1025,1504
ENSG00000048545.16,0,0,5,1,0,0,4,1,3
ENSG00000048649.13,3858,5831,3540,5560,4330,4448,7779,4621,4440
ENSG00000048707.15,14065,12044,6994,22174,9295,10401,12748,8723,10023
ENSG00000048740.18,2174,1427,1029,1193,3482,4489,4396,3229,1536
ENSG00000048828.17,8425,7336,7203,13274,5102,7975,7959,4834,6027
ENSG00000048991.16,1071,1314,1826,1719,1048,1523,1919,1210,1163
ENSG00000049089.15,1127,171,573,325,312,300,448,482,181
ENSG00000049130.16,5779,4746,3214,5317,2126,2710,5189,2682,3603
ENSG00000049167.15,700,726,1153,960,671,943,1280,725,792
ENSG00000049192.15,664,1217,865,789,375,956,471,482,1999
ENSG00000049239.13,4068,3552,3645,9729,5487,3582,6940,5270,4897
ENSG00000049245.13,5218,4913,2215,7037,3138,3358,4124,3024,3980
ENSG00000049246.14,2929,1703,1145,3502,1514,1736,2252,1481,1207
ENSG00000049247.14,5,28,2,34,133,8,9,0,3
ENSG00000049249.9,221,174,72,162,66,223,151,170,154
ENSG00000049283.18,612,45,306,649,227,79,272,182,121
ENSG00000049323.16,9133,15901,8150,7657,9792,3616,10926,9132,11911
ENSG00000049449.10,1298,1552,1753,1628,584,996,1177,921,1034
ENSG00000049540.18,1927,3831,1853,2969,5219,1819,8083,6996,1666
ENSG00000049541.11,945,615,927,1366,486,516,644,595,676
ENSG00000049618.24,7237,8533,9598,11205,7423,8986,12500,8328,9612
ENSG00000049656.14,10456,4085,2471,4857,2351,2607,3233,2551,2561
ENSG00000049759.19,3878,2058,3078,2926,2409,1580,3625,1963,1179
ENSG00000049768.16,69,43,38,71,31,80,71,44,57
ENSG00000049769.14,94,84,114,373,134,86,165,155,99
ENSG00000049860.14,7504,5659,3411,8794,4884,4198,7389,5600,5260
ENSG00000049883.15,437,508,1153,780,579,752,901,699,635
ENSG00000050030.16,165,175,111,144,510,90,579,239,166
ENSG00000050130.18,3004,1951,1285,2012,1513,1855,2015,1654,2089
ENSG00000050165.18,4777,7574,3895,7108,7888,1075,8706,9055,6908
ENSG00000050327.15,1886,588,448,1026,521,365,343,327,374
ENSG00000050344.9,1575,2095,1659,2598,849,1941,2117,1561,1562
ENSG00000050393.11,909,1321,1265,1921,708,897,997,727,810
ENSG00000050405.13,14679,11506,4791,13157,6053,11067,7366,4437,6106
ENSG00000050426.16,2705,2218,2211,3103,1883,2081,2093,1581,1907
ENSG00000050438.17,656,535,483,1226,1461,377,1590,821,130
ENSG00000050555.19,111,127,347,316,1149,19,694,433,81
ENSG00000050628.20,448,470,488,146,619,1315,750,442,1060
ENSG00000050730.16,53,44,31,53,60,301,44,48,36
ENSG00000050748.18,2401,1623,1827,2744,1431,1477,2119,1277,1511
ENSG00000050767.17,26,24,22,26,63,36,45,38,8
ENSG00000050820.17,2856,3807,1618,4067,2098,1170,2085,2108,1966
ENSG00000051009.11,2137,2725,1106,5371,1456,1591,1846,1389,1291
ENSG00000051108.15,9598,5610,3147,7082,6098,7534,7157,5414,4014
ENSG00000051128.19,261,174,229,329,149,167,204,246,280
ENSG00000051180.17,191,278,160,378,42,91,172,187,100
ENSG00000051341.14,784,760,1744,1748,231,454,746,588,546
ENSG00000051382.9,2425,2626,3835,2612,1963,1896,2446,1445,2250
ENSG00000051523.11,8593,3853,1589,6443,3091,3176,3414,2809,2093
ENSG00000051596.10,259,331,308,647,288,182,313,271,345
ENSG00000051620.11,2233,2311,2372,5613,1500,2664,3161,2462,2653
ENSG00000051825.15,1577,1526,2781,1920,1417,1740,2171,1415,1569
ENSG00000052126.14,6498,8055,5855,6207,3903,3649,8122,5810,6056
ENSG00000052344.16,2006,2045,531,4913,780,334,1345,655,551
ENSG00000052723.12,2673,2382,2231,3361,1614,2048,2841,2059,2447
ENSG00000052749.14,1373,996,1060,1722,616,2302,672,586,1096
ENSG00000052795.13,7275,3907,2945,5536,3650,4604,4919,3186,3558
ENSG00000052802.13,4012,1492,950,2184,1553,1730,2715,1717,1108
ENSG00000052841.15,7316,8043,5827,12108,4910,6489,7118,4808,6094
ENSG00000052850.8,38,34,36,29,14,34,34,11,24
ENSG00000053108.17,70,74,34,66,419,2,64,38,66
ENSG00000053254.16,4227,3138,2756,3856,3353,5414,5439,3645,4206
ENSG00000053328.8,150,165,159,181,170,76,226,251,244
ENSG00000053371.12,2010,1073,636,2281,844,789,1638,1044,1037
ENSG00000053372.5,1591,1117,718,1503,555,895,898,675,1099
ENSG00000053438.11,156,206,115,463,105,131,81,84,185
ENSG00000053501.13,470,275,353,481,235,340,320,247,304
ENSG00000053524.12,252,358,223,286,562,235,359,289,164
ENSG00000053702.15,234,247,309,318,289,272,481,362,323
ENSG00000053747.17,29205,49132,12557,22920,6321,21995,11540,8013,3828
ENSG00000053770.12,3015,2380,1848,3337,2450,3042,3767,2423,2837
ENSG00000053900.11,2548,2549,2078,3586,1629,2783,1991,1455,2233
ENSG00000053918.18,1384,219,348,937,368,471,893,412,195
ENSG00000054116.12,2052,1945,1517,2312,1349,1785,1836,1534,1451
ENSG00000054118.15,7596,7362,5944,9755,5737,8112,8553,5894,6129
ENSG00000054148.18,1014,1402,744,1660,991,939,932,861,1034
ENSG00000054179.12,123,39,152,318,206,30,312,131,63
ENSG00000054219.11,1288,850,802,1516,369,1329,819,644,239
ENSG00000054267.22,4428,5057,4597,8307,3594,5642,6083,3986,3987
ENSG00000054277.14,215,120,102,197,83,237,144,105,166
ENSG00000054282.16,2466,2143,2652,3081,2003,3065,2899,1905,1986
ENSG00000054356.14,765,715,511,605,2425,1,2027,1218,268
ENSG00000054392.13,451,418,576,657,562,416,595,413,443
ENSG00000054523.18,5211,6175,4158,10594,4279,4347,6838,4425,5733
ENSG00000054598.9,144,712,448,301,254,260,393,278,345
ENSG00000054611.14,1301,1299,893,1456,1270,1380,1208,1013,1159
ENSG00000054654.19,46601,18626,40099,33476,32550,38632,48352,33801,47315
ENSG00000054690.14,1075,468,669,3009,813,738,960,766,525
ENSG00000054793.14,11429,6621,8876,16003,8205,4987,12496,7895,8352
ENSG00000054796.13,0,0,4,0,0,1,0,0,2
ENSG00000054803.4,41,60,125,14,219,515,130,94,17
ENSG00000054938.16,32,28,73,19,19,20,29,24,11
ENSG00000054965.11,3362,3703,6781,4135,3938,3902,6801,4730,5084
ENSG00000054967.13,585,422,566,571,215,623,381,372,338
ENSG00000054983.17,3609,4191,1822,3576,1837,4011,2951,1993,2191
ENSG00000055044.11,2338,1757,1987,3862,1403,2618,2406,1696,2128
ENSG00000055070.17,2508,2451,1564,4162,1594,1849,2242,1718,1908
ENSG00000055118.16,136,114,216,978,360,33,460,282,38
ENSG00000055130.17,4218,2844,2557,6400,2561,3775,3440,2125,3316
ENSG00000055147.19,1236,1372,1036,1254,1223,1485,1853,1248,1490
ENSG00000055163.20,1240,617,782,1203,1576,2505,1717,1008,447
ENSG00000055208.19,2841,3731,3849,3507,2497,3262,5441,3057,4237
ENSG00000055211.14,1183,1537,1249,1689,1072,1165,1760,1386,1921
ENSG00000055332.18,4242,5192,9646,18245,4219,6225,9425,6648,5199
ENSG00000055483.19,1903,1969,2199,1983,1473,3076,1862,1446,1823
ENSG00000055609.19,14973,10406,14692,19804,12151,12491,15990,10453,12555
ENSG00000055732.13,325,171,432,417,284,131,447,216,108
ENSG00000055813.6,39,28,53,84,38,60,54,55,60
ENSG00000055917.16,6999,5825,8069,8594,6581,7567,11385,7142,7609
ENSG00000055950.16,1304,863,821,1281,679,749,723,537,934
ENSG00000055955.17,11,10,15,5,5,13,20,13,7
ENSG00000055957.11,13,2,28,6,6,15,16,11,0
ENSG00000056050.7,431,401,443,476,362,480,536,371,507
ENSG00000056097.16,5378,6971,5494,6961,5549,5714,8188,5206,5883
ENSG00000056277.16,371,427,549,652,352,531,636,374,529
ENSG00000056291.17,10,1,2,3,2,0,121,59,10
ENSG00000056487.16,10,23,16,21,64,3,73,50,9
ENSG00000056558.11,758,551,412,1305,729,1546,848,840,498
ENSG00000056586.16,3879,4813,5416,7199,4486,5542,7226,4559,5482
ENSG00000056736.10,1391,277,489,953,360,1100,727,424,361
ENSG00000056972.20,1062,1277,723,1759,790,1254,1385,828,1066
ENSG00000056998.20,355,250,337,700,262,1350,323,244,425
ENSG00000057019.16,2877,13223,10264,2607,4277,3188,5329,5314,9826
ENSG00000057149.16,208,43,3828,1,16,64,1,1,164
ENSG00000057252.13,6804,3446,3419,5105,3920,4618,6719,4153,3378
