,C3L-00928-03,C3L-01032-01,C3L-01598-02,C3L-01971-02,C3L-04853-01,C3N-00302-02,C3N-01167-01,C3N-02696-02-2,C3N-03000-02,C3N-03853-02,C3N-04282-01,C3L-02606-02,C3L-03639-03,C3L-03743-01,C3N-02696-02,C3N-04284-01
ENSG00000188755.10,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
ENSG00000188760.11,175,81,52,92,110,84,399,115,58,40,48,124,54,66,131,129
ENSG00000188761.13,1153,623,2469,973,2910,910,3683,990,317,860,1597,252,298,1190,1022,916
ENSG00000188763.5,3,3,1,6,5,8,84,7,4,4,4,1,3,2,11,41
ENSG00000188765.7,2,12,22,3,9,25,17,24,5,5,11,7,9,7,10,3
ENSG00000188766.12,492,190,214,164,140,250,120,164,152,75,229,255,631,218,150,59
ENSG00000188770.10,1,5,4,2,0,9,7,3,1,0,4,2,0,0,0,1
ENSG00000188771.5,23,48,18,10,21,23,23,129,34,17,23,41,3,36,63,19
ENSG00000188778.6,1,1,8,0,0,7,2,4,13,3,2,4,1,2,5,5
ENSG00000188779.12,12,33,18,18,20,26,32,45,14,12,32,8,6,23,52,16
ENSG00000188782.9,0,2,0,0,1,1,5,4,0,2,6,2,0,1,1,1
ENSG00000188783.6,1852,4626,3520,2878,1514,1144,2667,3557,991,954,1990,1038,111,3341,3640,1003
ENSG00000188784.4,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0
ENSG00000188785.12,670,730,925,709,845,820,988,1040,1283,638,1398,982,480,1023,1101,515
ENSG00000188786.10,627,1117,1030,828,942,1241,1211,1630,1107,1224,966,963,1164,780,1472,897
ENSG00000188800.6,0,2,3,0,1,2,1,7,2,1,0,1,3,0,2,4
ENSG00000188801.9,4,1,7,7,14,13,2,6,8,3,5,11,6,6,10,3
ENSG00000188803.15,88,155,129,131,71,47,135,329,249,110,120,35,22,172,256,141
ENSG00000188807.13,131,413,214,251,196,320,611,434,242,176,204,321,182,190,435,216
ENSG00000188811.14,2151,1173,2760,2010,2967,1767,2728,3211,2769,1509,2412,2042,3976,3145,3104,1752
ENSG00000188816.3,1,0,0,4,1,0,3,2,1,0,0,0,10,0,2,0
ENSG00000188817.8,4,4,3,2,8,4,25,9,13,26,8,12,15,13,4,10
ENSG00000188818.12,89,329,106,193,31,423,215,125,36,59,22,102,31,46,99,230
ENSG00000188820.13,14,8,42,62,12,17,53,9,7,12,8,10,57,16,99,8
ENSG00000188822.8,110,7,18,89,7,13,20,11,8,6,6,15,4,12,13,9
ENSG00000188825.14,182,341,184,321,164,492,373,518,236,159,339,150,448,310,405,402
ENSG00000188827.11,587,580,437,403,472,411,726,581,440,379,459,307,412,478,549,277
ENSG00000188828.12,6,10,2,4,6,9,105,22,7,3,4,10,5,4,19,3
ENSG00000188831.4,0,1,0,0,1,0,0,1,0,8,3,1,0,0,1,0
ENSG00000188833.10,379,80,129,313,60,50,918,43,13,39,61,25,14,72,65,161
ENSG00000188846.14,7750,7600,8840,11735,9577,11342,12820,10496,13871,7520,15059,8028,12016,8516,14746,15924
ENSG00000188848.16,55,10,35,47,15,47,18,23,11,35,19,7,9,28,35,14
ENSG00000188850.9,2,0,0,0,0,2,2,0,1,0,0,0,8,1,3,2
ENSG00000188856.6,3,2,3,1,5,9,3,4,3,0,1,2,5,6,8,2
ENSG00000188859.7,147,209,190,151,116,238,251,425,170,91,127,94,280,179,426,114
ENSG00000188868.14,180,154,238,223,181,209,294,413,251,203,198,134,103,170,347,188
ENSG00000188869.13,17,39,63,25,30,26,63,95,28,15,35,13,7,28,82,345
ENSG00000188873.4,5,5,19,6,6,10,7,8,5,2,4,17,6,5,10,14
ENSG00000188877.12,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
ENSG00000188878.19,129,229,119,170,165,233,240,251,141,134,153,164,133,113,259,102
ENSG00000188883.5,0,7,2,21,3,2,14,6,7,0,0,3,1,5,6,4
ENSG00000188886.3,7,4,2,1,4,7,2,3,0,1,3,45,1,1,5,0
ENSG00000188895.12,2699,3475,3103,2912,3847,3237,4203,3671,3631,2504,4081,3364,3690,3252,4192,2597
ENSG00000188897.9,200,247,297,83,493,139,153,357,110,117,48,320,427,154,389,78
ENSG00000188906.16,1739,1141,2356,2915,7473,1564,1923,4981,1922,2120,1754,1335,1107,1716,5554,1999
ENSG00000188909.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000188910.8,489,1507,1403,558,779,733,1723,152,702,258,1243,1370,2548,1291,390,29
ENSG00000188916.9,302,537,681,423,396,608,801,782,850,635,817,430,282,729,652,432
ENSG00000188917.15,694,964,761,711,679,793,1684,1488,822,790,1061,773,1350,817,1162,796
ENSG00000188921.14,889,530,1354,1066,904,923,1529,1766,1106,577,1169,473,452,1078,1849,723
ENSG00000188931.4,269,347,131,146,449,380,317,410,349,226,274,172,434,276,377,294
ENSG00000188933.16,14,89,181,10,75,78,67,218,140,4,28,222,6,105,176,5
ENSG00000188937.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000188938.17,1903,1353,1525,2273,1854,1426,3595,2112,1565,1476,1767,1143,1171,2054,3687,1548
ENSG00000188958.9,39,35,49,27,44,24,23,61,37,26,40,27,44,37,45,18
ENSG00000188959.9,301,272,162,481,323,264,1465,323,80,87,110,76,115,45,223,485
ENSG00000188976.11,1086,1895,2150,1639,2018,897,4511,1565,1341,1500,1872,2099,3374,1811,2005,1149
ENSG00000188981.11,22,62,23,68,25,79,54,79,45,49,90,25,18,43,68,116
ENSG00000188984.12,0,0,1,0,0,0,0,0,1,0,1,1,0,1,2,0
ENSG00000188985.6,4,1,3,2,7,1,4,3,0,0,1,1,6,8,1,1
ENSG00000188986.9,1109,1608,1272,1261,1022,1423,2912,1171,962,659,1178,951,1429,1340,1875,802
ENSG00000188991.3,6,4,8,6,2,12,6,11,35,7,6,2,13,6,9,34
ENSG00000188992.11,5,4,3,8,7,24,22,31,7,9,10,1,0,13,15,16
ENSG00000188993.3,250,149,212,177,227,33,973,85,73,127,128,26,61,442,130,175
ENSG00000188994.13,6666,3884,9102,5018,8618,5738,12225,8374,10303,7431,8962,6308,8957,9180,10684,4735
ENSG00000188996.4,17,14,25,35,14,15,44,24,12,22,23,39,38,28,26,32
ENSG00000188997.8,175,326,277,281,328,245,399,357,277,246,640,278,1098,459,402,204
ENSG00000189001.11,2,138,3,1,0,30,0,0,675,1,5,79,0,4,1,1
ENSG00000189002.10,0,0,2,1,1,1,4,0,1,0,2,0,0,1,1,1
ENSG00000189007.16,512,384,593,370,605,686,1017,814,445,499,561,474,871,452,679,613
ENSG00000189013.14,4,4,3,13,7,0,8,1,0,1,13,7,60,2,2,2
ENSG00000189014.7,13,11,11,5,15,10,20,23,12,4,38,10,5,7,23,15
ENSG00000189023.10,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
ENSG00000189030.10,0,1,0,0,0,0,3,1,1,1,2,1,2,2,0,0
ENSG00000189037.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000189042.13,260,354,404,414,572,697,853,606,865,412,589,431,543,686,715,338
ENSG00000189043.10,2771,1830,3635,3412,4002,2050,7135,2892,3591,2373,5406,2320,4894,4100,4018,2184
ENSG00000189045.15,55,105,59,147,133,105,452,243,135,145,121,43,129,227,241,127
ENSG00000189046.11,342,334,297,254,308,342,606,263,341,197,485,255,176,290,271,201
ENSG00000189050.16,289,148,259,375,398,446,452,568,573,297,408,354,345,508,640,388
ENSG00000189051.5,4,20,2,1,7,24,15,25,21,0,9,7,3,7,21,12
ENSG00000189052.7,5,1,21,5,0,8,3,0,78,687,16,194,2,76,1,0
ENSG00000189056.14,164,78,134,1159,437,392,135,550,99,213,151,134,130,326,491,290
ENSG00000189057.11,210,338,441,234,638,1608,566,133,341,432,384,140,427,296,350,191
ENSG00000189058.9,2931,2087,8399,6453,3247,2404,8575,7863,1185,4201,4164,1409,736,6286,6509,591
ENSG00000189060.5,3708,4950,4094,4485,3445,2362,3254,3220,5837,2494,11730,5223,8813,3327,4135,2543
ENSG00000189064.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189067.13,8247,3971,7681,4703,6578,3302,4626,6291,4754,3281,4333,5549,3771,6550,7080,2153
ENSG00000189068.11,2,46,17,0,5,2,2,5,7,4,4,15,27,4,4,5
ENSG00000189077.11,610,782,979,787,750,454,1594,919,485,539,688,540,660,690,1065,549
ENSG00000189079.17,3189,2676,3490,4438,3719,3813,5707,5999,3728,2596,3692,3142,3639,4443,6019,3718
ENSG00000189089.5,34,35,54,34,24,25,76,81,23,43,24,48,22,37,64,47
ENSG00000189090.7,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
ENSG00000189091.13,4966,5743,7585,7513,7511,5049,14783,7744,7193,4569,7990,6863,6959,8767,7954,5013
ENSG00000189099.11,96,143,97,196,94,65,221,205,82,64,96,89,161,156,193,141
ENSG00000189108.13,59,93,50,216,176,62,48,28,100,173,50,27,297,18,16,7
ENSG00000189114.8,197,300,242,220,208,159,471,342,232,133,197,313,277,249,305,149
ENSG00000189120.5,151,139,102,90,117,278,292,52,435,35,135,551,53,72,96,24
ENSG00000189127.8,0,38,0,1,0,30,0,3,8,2,0,0,3,1,0,1
ENSG00000189129.14,219,279,192,437,164,156,441,236,159,176,139,115,44,395,381,128
ENSG00000189132.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189134.4,11,12,36,32,19,19,74,36,40,8,12,12,17,8,48,24
ENSG00000189136.9,562,650,603,407,416,361,633,742,500,485,1198,572,301,532,679,302
ENSG00000189139.6,11,0,5,3,0,2,1,14,1,2,2,3,2,6,10,5
ENSG00000189143.9,7020,5372,9110,13106,15434,5259,39844,2168,5317,4707,10706,14204,8280,10257,6082,2900
ENSG00000189144.14,269,398,412,361,455,716,708,900,722,455,708,412,640,453,833,488
ENSG00000189145.7,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0
ENSG00000189149.12,170,157,80,127,68,43,204,132,188,106,104,92,145,138,122,79
ENSG00000189152.11,1,0,0,0,0,1,0,1,0,1,1,2,3,3,2,0
ENSG00000189157.14,85,120,136,263,243,165,416,511,67,164,67,31,330,80,356,381
ENSG00000189159.16,3778,2174,1650,2235,2773,3784,3796,1311,2090,2401,4637,2419,3103,6683,2873,442
ENSG00000189164.15,214,268,319,396,382,779,560,618,577,315,505,333,295,423,583,317
ENSG00000189166.6,0,2,1,0,0,0,1,2,0,0,0,0,0,1,0,1
ENSG00000189167.12,1,1,1,0,1,3,7,3,3,0,0,2,3,0,3,2
ENSG00000189169.7,0,0,1,0,0,0,1,4,0,1,0,0,1,0,0,2
ENSG00000189171.14,360,570,474,430,595,400,974,383,535,357,1394,429,2425,393,525,294
ENSG00000189180.16,2370,2100,3982,2906,4018,2976,11173,5667,4111,3159,5014,2237,5120,2686,5519,4011
ENSG00000189181.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189182.10,0,0,3,0,0,7,2,1,1,0,0,8,1,0,1,0
ENSG00000189184.12,2140,1808,2121,1445,1152,1776,3251,2956,2013,1167,2572,941,937,3563,3894,1215
ENSG00000189186.10,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0
ENSG00000189190.10,1145,769,944,727,1132,733,3365,777,1668,1051,1157,843,840,2231,1192,705
ENSG00000189195.15,476,635,713,484,1521,817,1452,1134,830,955,1138,604,960,808,1533,507
ENSG00000189196.4,0,12,6,5,14,0,3,9,12,3,5,10,1,7,15,5
ENSG00000189212.12,14,23,28,27,29,225,49,34,31,133,55,24,30,25,41,69
ENSG00000189221.10,1345,2103,985,3432,2301,822,8865,3408,1068,2937,1894,2337,3385,2321,3358,3162
ENSG00000189223.15,2355,1248,5153,3823,341,512,11046,4051,865,2831,5627,5587,13142,4543,4018,628
ENSG00000189227.6,88,81,120,130,108,82,201,157,75,90,143,68,41,108,193,125
ENSG00000189229.11,5,3,2,169,4,2,387,55,219,9,5,134,1,118,74,42
ENSG00000189233.12,72,26,250,138,116,67,79,141,46,60,68,23,21,81,127,21
ENSG00000189238.6,45,16,32,58,45,59,77,55,48,61,12,25,34,80,57,10
ENSG00000189241.8,2019,1212,3258,2857,3278,2030,3664,3501,2597,2382,2769,2095,2174,3225,3461,2491
ENSG00000189252.4,0,0,0,0,0,1,0,1,15,1,0,0,0,0,0,0
ENSG00000189253.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189266.13,3218,1080,3780,3698,3500,2186,5379,3090,3598,3606,4726,3152,4015,4248,5061,2757
ENSG00000189269.12,21,27,13,24,25,21,42,39,51,34,41,31,31,28,35,23
ENSG00000189275.4,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0
ENSG00000189280.3,14,290,178,77,353,79,360,79,153,124,108,628,354,384,58,4
ENSG00000189283.10,253,275,241,363,305,413,393,634,269,505,286,202,345,171,473,399
ENSG00000189292.16,64,49,32,251,260,66,123,717,30,95,38,49,94,36,728,453
ENSG00000189295.13,0,7,3,5,2,2,6,8,12,3,2,2,0,6,2,6
ENSG00000189298.14,189,420,353,310,389,460,515,785,658,325,456,235,356,407,688,378
ENSG00000189299.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189306.11,688,739,738,933,900,610,1669,627,1217,556,923,1574,927,756,1095,602
ENSG00000189308.11,783,646,1218,953,1031,733,1383,1154,948,633,1276,829,1446,940,1491,818
ENSG00000189316.3,1,13,10,13,5,4,11,25,5,10,2,4,1,2,15,11
ENSG00000189319.14,708,971,842,1421,1203,635,2981,1888,635,1025,854,1005,710,1113,2038,827
ENSG00000189320.9,375,185,292,188,115,126,157,169,257,81,183,207,25,160,160,66
ENSG00000189325.7,1836,108,1911,416,720,66,4123,2041,43,2858,4,396,448,669,3535,668
ENSG00000189326.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189332.5,0,3,8,0,1,8,1,0,1,2,1,7,1,2,2,2
ENSG00000189334.9,3530,755,2304,840,2512,939,4469,388,1234,1385,4428,2656,5617,754,615,659
ENSG00000189337.17,304,551,282,217,296,351,656,559,473,255,253,600,74,257,496,250
ENSG00000189339.12,1117,2263,1824,1123,1983,1381,4691,2797,1254,1417,1945,1513,1586,1208,2566,1116
ENSG00000189343.7,73,45,143,63,65,59,147,70,81,29,83,65,68,43,87,141
ENSG00000189348.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000189350.13,102,104,62,82,54,69,68,166,29,46,33,41,64,104,171,55
ENSG00000189357.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189362.12,414,481,569,610,748,822,923,728,841,468,883,498,1011,1008,754,486
ENSG00000189366.9,5,16,59,50,15,18,123,13,52,14,44,110,70,53,13,16
ENSG00000189367.15,17,17,13,33,23,20,17,41,15,27,10,32,20,38,37,8
ENSG00000189369.9,193,122,537,322,402,638,359,391,442,365,971,318,110,264,464,258
ENSG00000189372.4,1,0,1,0,261,0,12,1013,6,0,1,4,6,4,1048,1664
ENSG00000189375.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000189376.12,96,142,127,157,120,124,350,165,126,123,152,149,185,192,226,110
ENSG00000189377.9,449,628,127,115,383,131,199,930,182,215,170,1979,30,29,572,447
ENSG00000189398.5,36,109,55,33,88,44,37,178,46,48,69,46,43,55,91,57
ENSG00000189401.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000189403.15,4924,3399,6632,5690,9049,4609,12382,7031,7319,6239,9159,5583,10318,9140,9509,4775
ENSG00000189409.14,18,40,23,23,18,16,28,7,8,10,21,26,7,12,48,7
ENSG00000189410.12,22,19,10,23,8,29,24,5,78,9,14,31,129,19,20,3
ENSG00000189419.8,16,18,18,32,22,34,25,75,20,15,12,25,4,14,69,52
ENSG00000189420.8,141,419,123,275,231,180,175,352,281,183,190,295,97,193,383,62
ENSG00000189423.13,214,270,209,139,305,297,164,248,339,177,356,178,224,241,276,79
ENSG00000189430.13,7,4,10,13,17,9,7,11,4,5,5,9,34,7,13,5
ENSG00000189431.8,1,18,56,10,15,2,128,7,84,62,37,84,66,57,20,11
ENSG00000189433.7,66,283,111,170,132,137,118,31,124,70,21,337,232,286,36,3
ENSG00000194297.2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0
ENSG00000194717.4,1,8,2,3,9,5,0,15,8,5,3,2,1,5,12,8
ENSG00000195024.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000195401.2,12,12,12,11,13,15,32,21,12,6,10,16,15,14,28,6
ENSG00000196071.5,0,0,0,2,1,0,2,0,0,0,0,0,0,3,1,0
ENSG00000196072.12,919,422,1265,740,863,977,1732,908,888,616,991,643,934,998,1190,471
ENSG00000196074.13,129,186,189,160,371,457,407,822,951,280,2081,216,481,640,4364,618
ENSG00000196081.10,16,71,86,73,74,201,241,77,62,56,58,39,45,55,98,33
ENSG00000196083.10,4489,2612,4753,1256,4773,7790,1814,1320,3630,4097,7902,4265,4907,3432,1948,475
